frame_index,recording_index,recording_id,subject_id,class_id,trial_id,center_index
292,4,S01_G01_T05,1,0,5,557
293,4,S01_G01_T05,1,0,5,569
294,4,S01_G01_T05,1,0,5,582
295,4,S01_G01_T05,1,0,5,595
296,4,S01_G01_T05,1,0,5,607
297,4,S01_G01_T05,1,0,5,620
298,4,S01_G01_T05,1,0,5,633
299,4,S01_G01_T05,1,0,5,646
300,4,S01_G01_T05,1,0,5,658
301,4,S01_G01_T05,1,0,5,671
302,4,S01_G01_T05,1,0,5,684
303,4,S01_G01_T05,1,0,5,696
304,4,S01_G01_T05,1,0,5,709
305,4,S01_G01_T05,1,0,5,722
306,4,S01_G01_T05,1,0,5,734
307,4,S01_G01_T05,1,0,5,747
308,4,S01_G01_T05,1,0,5,760
309,4,S01_G01_T05,1,0,5,773
310,4,S01_G01_T05,1,0,5,785
311,4,S01_G01_T05,1,0,5,798
312,4,S01_G01_T05,1,0,5,811
313,4,S01_G01_T05,1,0,5,823
314,4,S01_G01_T05,1,0,5,836
315,4,S01_G01_T05,1,0,5,849
316,4,S01_G01_T05,1,0,5,861
317,4,S01_G01_T05,1,0,5,874
318,4,S01_G01_T05,1,0,5,887
319,4,S01_G01_T05,1,0,5,900
320,5,S01_G01_T06,1,0,6,100
321,5,S01_G01_T06,1,0,6,112
322,5,S01_G01_T06,1,0,6,125
323,5,S01_G01_T06,1,0,6,138
324,5,S01_G01_T06,1,0,6,150
325,5,S01_G01_T06,1,0,6,163
326,5,S01_G01_T06,1,0,6,176
327,5,S01_G01_T06,1,0,6,188
328,5,S01_G01_T06,1,0,6,201
329,5,S01_G01_T06,1,0,6,214
330,5,S01_G01_T06,1,0,6,226
331,5,S01_G01_T06,1,0,6,239
332,5,S01_G01_T06,1,0,6,252
333,5,S01_G01_T06,1,0,6,265
334,5,S01_G01_T06,1,0,6,277
335,5,S01_G01_T06,1,0,6,290
336,5,S01_G01_T06,1,0,6,303
337,5,S01_G01_T06,1,0,6,315
338,5,S01_G01_T06,1,0,6,328
339,5,S01_G01_T06,1,0,6,341
340,5,S01_G01_T06,1,0,6,353
341,5,S01_G01_T06,1,0,6,366
342,5,S01_G01_T06,1,0,6,379
343,5,S01_G01_T06,1,0,6,392
344,5,S01_G01_T06,1,0,6,404
345,5,S01_G01_T06,1,0,6,417
346,5,S01_G01_T06,1,0,6,430
347,5,S01_G01_T06,1,0,6,442
348,5,S01_G01_T06,1,0,6,455
349,5,S01_G01_T06,1,0,6,468
350,5,S01_G01_T06,1,0,6,480
351,5,S01_G01_T06,1,0,6,493
352,5,S01_G01_T06,1,0,6,506
353,5,S01_G01_T06,1,0,6,519
354,5,S01_G01_T06,1,0,6,531
355,5,S01_G01_T06,1,0,6,544
356,5,S01_G01_T06,1,0,6,557
357,5,S01_G01_T06,1,0,6,569
358,5,S01_G01_T06,1,0,6,582
359,5,S01_G01_T06,1,0,6,595
360,5,S01_G01_T06,1,0,6,607
361,5,S01_G01_T06,1,0,6,620
362,5,S01_G01_T06,1,0,6,633
363,5,S01_G01_T06,1,0,6,646
364,5,S01_G01_T06,1,0,6,658
365,5,S01_G01_T06,1,0,6,671
366,5,S01_G01_T06,1,0,6,684
367,5,S01_G01_T06,1,0,6,696
368,5,S01_G01_T06,1,0,6,709
369,5,S01_G01_T06,1,0,6,722
370,5,S01_G01_T06,1,0,6,734
371,5,S01_G01_T06,1,0,6,747
372,5,S01_G01_T06,1,0,6,760
373,5,S01_G01_T06,1,0,6,773
374,5,S01_G01_T06,1,0,6,785
375,5,S01_G01_T06,1,0,6,798
376,5,S01_G01_T06,1,0,6,811
377,5,S01_G01_T06,1,0,6,823
378,5,S01_G01_T06,1,0,6,836
379,5,S01_G01_T06,1,0,6,849
380,5,S01_G01_T06,1,0,6,861
381,5,S01_G01_T06,1,0,6,874
382,5,S01_G01_T06,1,0,6,887
383,5,S01_G01_T06,1,0,6,900
384,6,S01_G01_T07,1,0,7,100
385,6,S01_G01_T07,1,0,7,112
386,6,S01_G01_T07,1,0,7,125
387,6,S01_G01_T07,1,0,7,138
388,6,S01_G01_T07,1,0,7,150
389,6,S01_G01_T07,1,0,7,163
390,6,S01_G01_T07,1,0,7,176
391,6,S01_G01_T07,1,0,7,188
392,6,S01_G01_T07,1,0,7,201
393,6,S01_G01_T07,1,0,7,214
394,6,S01_G01_T07,1,0,7,226
395,6,S01_G01_T07,1,0,7,239
396,6,S01_G01_T07,1,0,7,252
397,6,S01_G01_T07,1,0,7,265
398,6,S01_G01_T07,1,0,7,277
399,6,S01_G01_T07,1,0,7,290
400,6,S01_G01_T07,1,0,7,303
401,6,S01_G01_T07,1,0,7,315
402,6,S01_G01_T07,1,0,7,328
403,6,S01_G01_T07,1,0,7,341
404,6,S01_G01_T07,1,0,7,353
405,6,S01_G01_T07,1,0,7,366
406,6,S01_G01_T07,1,0,7,379
407,6,S01_G01_T07,1,0,7,392
408,6,S01_G01_T07,1,0,7,404
409,6,S01_G01_T07,1,0,7,417
410,6,S01_G01_T07,1,0,7,430
411,6,S01_G01_T07,1,0,7,442
412,6,S01_G01_T07,1,0,7,455
413,6,S01_G01_T07,1,0,7,468
414,6,S01_G01_T07,1,0,7,480
415,6,S01_G01_T07,1,0,7,493
416,6,S01_G01_T07,1,0,7,506
417,6,S01_G01_T07,1,0,7,519
418,6,S01_G01_T07,1,0,7,531
419,6,S01_G01_T07,1,0,7,544
420,6,S01_G01_T07,1,0,7,557
421,6,S01_G01_T07,1,0,7,569
422,6,S01_G01_T07,1,0,7,582
423,6,S01_G01_T07,1,0,7,595
424,6,S01_G01_T07,1,0,7,607
425,6,S01_G01_T07,1,0,7,620
426,6,S01_G01_T07,1,0,7,633
427,6,S01_G01_T07,1,0,7,646
428,6,S01_G01_T07,1,0,7,658
429,6,S01_G01_T07,1,0,7,671
430,6,S01_G01_T07,1,0,7,684
431,6,S01_G01_T07,1,0,7,696
432,6,S01_G01_T07,1,0,7,709
433,6,S01_G01_T07,1,0,7,722
434,6,S01_G01_T07,1,0,7,734
435,6,S01_G01_T07,1,0,7,747
436,6,S01_G01_T07,1,0,7,760
437,6,S01_G01_T07,1,0,7,773
438,6,S01_G01_T07,1,0,7,785
439,6,S01_G01_T07,1,0,7,798
440,6,S01_G01_T07,1,0,7,811
441,6,S01_G01_T07,1,0,7,823
442,6,S01_G01_T07,1,0,7,836
443,6,S01_G01_T07,1,0,7,849
444,6,S01_G01_T07,1,0,7,861
445,6,S01_G01_T07,1,0,7,874
446,6,S01_G01_T07,1,0,7,887
447,6,S01_G01_T07,1,0,7,900
448,7,S01_G01_T08,1,0,8,100
449,7,S01_G01_T08,1,0,8,112
450,7,S01_G01_T08,1,0,8,125
451,7,S01_G01_T08,1,0,8,138
452,7,S01_G01_T08,1,0,8,150
453,7,S01_G01_T08,1,0,8,163
454,7,S01_G01_T08,1,0,8,176
455,7,S01_G01_T08,1,0,8,188
456,7,S01_G01_T08,1,0,8,201
457,7,S01_G01_T08,1,0,8,214
458,7,S01_G01_T08,1,0,8,226
459,7,S01_G01_T08,1,0,8,239
460,7,S01_G01_T08,1,0,8,252
461,7,S01_G01_T08,1,0,8,265
462,7,S01_G01_T08,1,0,8,277
463,7,S01_G01_T08,1,0,8,290
464,7,S01_G01_T08,1,0,8,303
465,7,S01_G01_T08,1,0,8,315
466,7,S01_G01_T08,1,0,8,328
467,7,S01_G01_T08,1,0,8,341
468,7,S01_G01_T08,1,0,8,353
469,7,S01_G01_T08,1,0,8,366
470,7,S01_G01_T08,1,0,8,379
471,7,S01_G01_T08,1,0,8,392
472,7,S01_G01_T08,1,0,8,404
473,7,S01_G01_T08,1,0,8,417
474,7,S01_G01_T08,1,0,8,430
475,7,S01_G01_T08,1,0,8,442
476,7,S01_G01_T08,1,0,8,455
477,7,S01_G01_T08,1,0,8,468
478,7,S01_G01_T08,1,0,8,480
479,7,S01_G01_T08,1,0,8,493
480,7,S01_G01_T08,1,0,8,506
481,7,S01_G01_T08,1,0,8,519
482,7,S01_G01_T08,1,0,8,531
483,7,S01_G01_T08,1,0,8,544
484,7,S01_G01_T08,1,0,8,557
485,7,S01_G01_T08,1,0,8,569
486,7,S01_G01_T08,1,0,8,582
487,7,S01_G01_T08,1,0,8,595
488,7,S01_G01_T08,1,0,8,607
489,7,S01_G01_T08,1,0,8,620
490,7,S01_G01_T08,1,0,8,633
491,7,S01_G01_T08,1,0,8,646
492,7,S01_G01_T08,1,0,8,658
493,7,S01_G01_T08,1,0,8,671
494,7,S01_G01_T08,1,0,8,684
495,7,S01_G01_T08,1,0,8,696
496,7,S01_G01_T08,1,0,8,709
497,7,S01_G01_T08,1,0,8,722
498,7,S01_G01_T08,1,0,8,734
499,7,S01_G01_T08,1,0,8,747
500,7,S01_G01_T08,1,0,8,760
501,7,S01_G01_T08,1,0,8,773
502,7,S01_G01_T08,1,0,8,785
503,7,S01_G01_T08,1,0,8,798
504,7,S01_G01_T08,1,0,8,811
505,7,S01_G01_T08,1,0,8,823
506,7,S01_G01_T08,1,0,8,836
507,7,S01_G01_T08,1,0,8,849
508,7,S01_G01_T08,1,0,8,861
509,7,S01_G01_T08,1,0,8,874
510,7,S01_G01_T08,1,0,8,887
511,7,S01_G01_T08,1,0,8,900
512,8,S01_G01_T09,1,0,9,100
513,8,S01_G01_T09,1,0,9,112
514,8,S01_G01_T09,1,0,9,125
515,8,S01_G01_T09,1,0,9,138
516,8,S01_G01_T09,1,0,9,150
517,8,S01_G01_T09,1,0,9,163
518,8,S01_G01_T09,1,0,9,176
519,8,S01_G01_T09,1,0,9,188
520,8,S01_G01_T09,1,0,9,201
521,8,S01_G01_T09,1,0,9,214
522,8,S01_G01_T09,1,0,9,226
523,8,S01_G01_T09,1,0,9,239
524,8,S01_G01_T09,1,0,9,252
525,8,S01_G01_T09,1,0,9,265
526,8,S01_G01_T09,1,0,9,277
527,8,S01_G01_T09,1,0,9,290
528,8,S01_G01_T09,1,0,9,303
529,8,S01_G01_T09,1,0,9,315
530,8,S01_G01_T09,1,0,9,328
531,8,S01_G01_T09,1,0,9,341
532,8,S01_G01_T09,1,0,9,353
533,8,S01_G01_T09,1,0,9,366
534,8,S01_G01_T09,1,0,9,379
535,8,S01_G01_T09,1,0,9,392
536,8,S01_G01_T09,1,0,9,404
537,8,S01_G01_T09,1,0,9,417
538,8,S01_G01_T09,1,0,9,430
539,8,S01_G01_T09,1,0,9,442
540,8,S01_G01_T09,1,0,9,455
541,8,S01_G01_T09,1,0,9,468
542,8,S01_G01_T09,1,0,9,480
543,8,S01_G01_T09,1,0,9,493
544,8,S01_G01_T09,1,0,9,506
545,8,S01_G01_T09,1,0,9,519
546,8,S01_G01_T09,1,0,9,531
547,8,S01_G01_T09,1,0,9,544
548,8,S01_G01_T09,1,0,9,557
549,8,S01_G01_T09,1,0,9,569
550,8,S01_G01_T09,1,0,9,582
551,8,S01_G01_T09,1,0,9,595
552,8,S01_G01_T09,1,0,9,607
553,8,S01_G01_T09,1,0,9,620
554,8,S01_G01_T09,1,0,9,633
555,8,S01_G01_T09,1,0,9,646
556,8,S01_G01_T09,1,0,9,658
557,8,S01_G01_T09,1,0,9,671
558,8,S01_G01_T09,1,0,9,684
559,8,S01_G01_T09,1,0,9,696
560,8,S01_G01_T09,1,0,9,709
561,8,S01_G01_T09,1,0,9,722
562,8,S01_G01_T09,1,0,9,734
563,8,S01_G01_T09,1,0,9,747
564,8,S01_G01_T09,1,0,9,760
565,8,S01_G01_T09,1,0,9,773
566,8,S01_G01_T09,1,0,9,785
567,8,S01_G01_T09,1,0,9,798
568,8,S01_G01_T09,1,0,9,811
569,8,S01_G01_T09,1,0,9,823
570,8,S01_G01_T09,1,0,9,836
571,8,S01_G01_T09,1,0,9,849
572,8,S01_G01_T09,1,0,9,861
573,8,S01_G01_T09,1,0,9,874
574,8,S01_G01_T09,1,0,9,887
575,8,S01_G01_T09,1,0,9,900
576,9,S01_G01_T10,1,0,10,100
577,9,S01_G01_T10,1,0,10,112
578,9,S01_G01_T10,1,0,10,125
579,9,S01_G01_T10,1,0,10,138
580,9,S01_G01_T10,1,0,10,150
581,9,S01_G01_T10,1,0,10,163
582,9,S01_G01_T10,1,0,10,176
583,9,S01_G01_T10,1,0,10,188
584,9,S01_G01_T10,1,0,10,201
585,9,S01_G01_T10,1,0,10,214
586,9,S01_G01_T10,1,0,10,226
587,9,S01_G01_T10,1,0,10,239
588,9,S01_G01_T10,1,0,10,252
589,9,S01_G01_T10,1,0,10,265
590,9,S01_G01_T10,1,0,10,277
591,9,S01_G01_T10,1,0,10,290
592,9,S01_G01_T10,1,0,10,303
593,9,S01_G01_T10,1,0,10,315
594,9,S01_G01_T10,1,0,10,328
595,9,S01_G01_T10,1,0,10,341
596,9,S01_G01_T10,1,0,10,353
597,9,S01_G01_T10,1,0,10,366
598,9,S01_G01_T10,1,0,10,379
599,9,S01_G01_T10,1,0,10,392
600,9,S01_G01_T10,1,0,10,404
601,9,S01_G01_T10,1,0,10,417
602,9,S01_G01_T10,1,0,10,430
603,9,S01_G01_T10,1,0,10,442
604,9,S01_G01_T10,1,0,10,455
605,9,S01_G01_T10,1,0,10,468
606,9,S01_G01_T10,1,0,10,480
607,9,S01_G01_T10,1,0,10,493
608,9,S01_G01_T10,1,0,10,506
609,9,S01_G01_T10,1,0,10,519
610,9,S01_G01_T10,1,0,10,531
611,9,S01_G01_T10,1,0,10,544
612,9,S01_G01_T10,1,0,10,557
613,9,S01_G01_T10,1,0,10,569
614,9,S01_G01_T10,1,0,10,582
615,9,S01_G01_T10,1,0,10,595
616,9,S01_G01_T10,1,0,10,607
617,9,S01_G01_T10,1,0,10,620
618,9,S01_G01_T10,1,0,10,633
619,9,S01_G01_T10,1,0,10,646
620,9,S01_G01_T10,1,0,10,658
621,9,S01_G01_T10,1,0,10,671
622,9,S01_G01_T10,1,0,10,684
623,9,S01_G01_T10,1,0,10,696
624,9,S01_G01_T10,1,0,10,709
625,9,S01_G01_T10,1,0,10,722
626,9,S01_G01_T10,1,0,10,734
627,9,S01_G01_T10,1,0,10,747
628,9,S01_G01_T10,1,0,10,760
629,9,S01_G01_T10,1,0,10,773
630,9,S01_G01_T10,1,0,10,785
631,9,S01_G01_T10,1,0,10,798
632,9,S01_G01_T10,1,0,10,811
633,9,S01_G01_T10,1,0,10,823
634,9,S01_G01_T10,1,0,10,836
635,9,S01_G01_T10,1,0,10,849
636,9,S01_G01_T10,1,0,10,861
637,9,S01_G01_T10,1,0,10,874
638,9,S01_G01_T10,1,0,10,887
639,9,S01_G01_T10,1,0,10,900
640,10,S01_G02_T01,1,1,1,100
641,10,S01_G02_T01,1,1,1,112
642,10,S01_G02_T01,1,1,1,125
643,10,S01_G02_T01,1,1,1,138
644,10,S01_G02_T01,1,1,1,150
645,10,S01_G02_T01,1,1,1,163
646,10,S01_G02_T01,1,1,1,176
647,10,S01_G02_T01,1,1,1,188
648,10,S01_G02_T01,1,1,1,201
649,10,S01_G02_T01,1,1,1,214
650,10,S01_G02_T01,1,1,1,226
651,10,S01_G02_T01,1,1,1,239
652,10,S01_G02_T01,1,1,1,252
653,10,S01_G02_T01,1,1,1,265
654,10,S01_G02_T01,1,1,1,277
655,10,S01_G02_T01,1,1,1,290
656,10,S01_G02_T01,1,1,1,303
657,10,S01_G02_T01,1,1,1,315
658,10,S01_G02_T01,1,1,1,328
659,10,S01_G02_T01,1,1,1,341
660,10,S01_G02_T01,1,1,1,353
661,10,S01_G02_T01,1,1,1,366
662,10,S01_G02_T01,1,1,1,379
