dataset_name,fold_id,model_name,model_display_name,class_id,class_name,precision,recall,f1,support
CapgMyo_DBa_full_spatial,capgmyo_trial_fold2,SpatialTemporalResNetSE,HD-sEMG Spatial-Temporal ResNet-SE,1,Gesture2,0.9807692307692307,0.9444444444444444,0.9622641509433962,54
CapgMyo_DBa_full_spatial,capgmyo_trial_fold2,SpatialTemporalResNetSE,HD-sEMG Spatial-Temporal ResNet-SE,2,Gesture3,1.0,0.9814814814814815,0.9906542056074766,54
CapgMyo_DBa_full_spatial,capgmyo_trial_fold2,SpatialTemporalResNetSE,HD-sEMG Spatial-Temporal ResNet-SE,3,Gesture4,0.9622641509433962,0.9444444444444444,0.9532710280373832,54
CapgMyo_DBa_full_spatial,capgmyo_trial_fold2,SpatialTemporalResNetSE,HD-sEMG Spatial-Temporal ResNet-SE,4,Gesture5,0.9636363636363636,0.9814814814814815,0.9724770642201835,54
CapgMyo_DBa_full_spatial,capgmyo_trial_fold2,SpatialTemporalResNetSE,HD-sEMG Spatial-Temporal ResNet-SE,5,Gesture6,1.0,1.0,1.0,54
CapgMyo_DBa_full_spatial,capgmyo_trial_fold2,SpatialTemporalResNetSE,HD-sEMG Spatial-Temporal ResNet-SE,6,Gesture7,1.0,0.9814814814814815,0.9906542056074766,54
CapgMyo_DBa_full_spatial,capgmyo_trial_fold2,SpatialTemporalResNetSE,HD-sEMG Spatial-Temporal ResNet-SE,7,Gesture8,0.9473684210526315,1.0,0.972972972972973,54
CapgMyo_DBa_full_spatial,capgmyo_trial_fold3,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,0,Gesture1,1.0,0.9444444444444444,0.9714285714285714,72
CapgMyo_DBa_full_spatial,capgmyo_trial_fold3,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,1,Gesture2,0.958904109589041,0.9722222222222222,0.9655172413793104,72
CapgMyo_DBa_full_spatial,capgmyo_trial_fold3,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,2,Gesture3,0.9863013698630136,1.0,0.993103448275862,72
CapgMyo_DBa_full_spatial,capgmyo_trial_fold3,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,3,Gesture4,0.8023255813953488,0.9583333333333334,0.8734177215189873,72
CapgMyo_DBa_full_spatial,capgmyo_trial_fold3,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,4,Gesture5,0.9436619718309859,0.9305555555555556,0.9370629370629371,72
CapgMyo_DBa_full_spatial,capgmyo_trial_fold3,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,5,Gesture6,0.96,1.0,0.9795918367346939,72
CapgMyo_DBa_full_spatial,capgmyo_trial_fold3,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,6,Gesture7,0.9701492537313433,0.9027777777777778,0.935251798561151,72
CapgMyo_DBa_full_spatial,capgmyo_trial_fold3,SpatialRMSCNN,HD-sEMG Spatial RMS CNN,7,Gesture8,0.9523809523809523,0.8333333333333334,0.8888888888888888,72
CapgMyo_DBa_full_spatial,capgmyo_trial_fold3,SpatialTemporalResNetSE,HD-sEMG Spatial-Temporal ResNet-SE,0,Gesture1,1.0,1.0,1.0,72
CapgMyo_DBa_full_spatial,capgmyo_trial_fold3,SpatialTemporalResNetSE,HD-sEMG Spatial-Temporal ResNet-SE,1,Gesture2,0.9466666666666667,0.9861111111111112,0.9659863945578231,72
CapgMyo_DBa_full_spatial,capgmyo_trial_fold3,SpatialTemporalResNetSE,HD-sEMG Spatial-Temporal ResNet-SE,2,Gesture3,0.9710144927536232,0.9305555555555556,0.950354609929078,72
CapgMyo_DBa_full_spatial,capgmyo_trial_fold3,SpatialTemporalResNetSE,HD-sEMG Spatial-Temporal ResNet-SE,3,Gesture4,0.9848484848484849,0.9027777777777778,0.9420289855072463,72
CapgMyo_DBa_full_spatial,capgmyo_trial_fold3,SpatialTemporalResNetSE,HD-sEMG Spatial-Temporal ResNet-SE,4,Gesture5,0.9102564102564102,0.9861111111111112,0.9466666666666667,72
CapgMyo_DBa_full_spatial,capgmyo_trial_fold3,SpatialTemporalResNetSE,HD-sEMG Spatial-Temporal ResNet-SE,5,Gesture6,0.972972972972973,1.0,0.9863013698630136,72
CapgMyo_DBa_full_spatial,capgmyo_trial_fold3,SpatialTemporalResNetSE,HD-sEMG Spatial-Temporal ResNet-SE,6,Gesture7,0.9852941176470589,0.9305555555555556,0.9571428571428572,72
CapgMyo_DBa_full_spatial,capgmyo_trial_fold3,SpatialTemporalResNetSE,HD-sEMG Spatial-Temporal ResNet-SE,7,Gesture8,0.9054054054054054,0.9305555555555556,0.9178082191780822,72
