subject_id,source_file,condition,recording_id,action_label,action_name,start_index,end_index,sample_count,duration_seconds,sampling_rate,channel_count,label_column,usable_status,boundary_rule
1,data/limb/subject01/StaticP10/subject1_limb_EMG.mat,StaticP10,S01_StaticP10_seg0001,1,HandOpen,1,15120,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
1,data/limb/subject01/StaticP10/subject1_limb_EMG.mat,StaticP10,S01_StaticP10_seg0002,2,Lateral grip,15121,30240,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
1,data/limb/subject01/StaticP10/subject1_limb_EMG.mat,StaticP10,S01_StaticP10_seg0003,3,Pinch grip,30241,45360,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
1,data/limb/subject01/StaticP10/subject1_limb_EMG.mat,StaticP10,S01_StaticP10_seg0004,4,Power grip,45361,60480,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
1,data/limb/subject01/StaticP10/subject1_limb_EMG.mat,StaticP10,S01_StaticP10_seg0005,5,Rest,60481,75600,15120,12.0,1260.0,42,43,usable_rest,original contiguous label run; do not cross this boundary when windowing
1,data/limb/subject01/StaticP14/subject1_limb_EMG.mat,StaticP14,S01_StaticP14_seg0001,1,HandOpen,1,15120,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
1,data/limb/subject01/StaticP14/subject1_limb_EMG.mat,StaticP14,S01_StaticP14_seg0002,2,Lateral grip,15121,30240,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
1,data/limb/subject01/StaticP14/subject1_limb_EMG.mat,StaticP14,S01_StaticP14_seg0003,3,Pinch grip,30241,45360,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
1,data/limb/subject01/StaticP14/subject1_limb_EMG.mat,StaticP14,S01_StaticP14_seg0004,4,Power grip,45361,60480,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
1,data/limb/subject01/StaticP14/subject1_limb_EMG.mat,StaticP14,S01_StaticP14_seg0005,5,Rest,60481,75600,15120,12.0,1260.0,42,43,usable_rest,original contiguous label run; do not cross this boundary when windowing
1,data/limb/subject01/Dynamic/subject1_limb_EMG.mat,Dynamic,S01_Dynamic_seg0001,1,HandOpen,1,122358,122358,97.109524,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
1,data/limb/subject01/Dynamic/subject1_limb_EMG.mat,Dynamic,S01_Dynamic_seg0002,2,Lateral grip,122359,235072,112714,89.455556,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
1,data/limb/subject01/Dynamic/subject1_limb_EMG.mat,Dynamic,S01_Dynamic_seg0003,3,Pinch grip,235073,345375,110303,87.542063,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
1,data/limb/subject01/Dynamic/subject1_limb_EMG.mat,Dynamic,S01_Dynamic_seg0004,4,Power grip,345376,465303,119928,95.180952,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
1,data/limb/subject01/Dynamic/subject1_limb_EMG.mat,Dynamic,S01_Dynamic_seg0005,5,Rest,465304,575894,110591,87.770635,1260.0,42,43,usable_rest,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP1/subject2_limb_EMG.mat,StaticP1,S02_StaticP1_seg0001,1,HandOpen,1,15120,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP1/subject2_limb_EMG.mat,StaticP1,S02_StaticP1_seg0002,2,Lateral grip,15121,30240,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP1/subject2_limb_EMG.mat,StaticP1,S02_StaticP1_seg0003,3,Pinch grip,30241,45360,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP1/subject2_limb_EMG.mat,StaticP1,S02_StaticP1_seg0004,4,Power grip,45361,60480,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP1/subject2_limb_EMG.mat,StaticP1,S02_StaticP1_seg0005,5,Rest,60481,75600,15120,12.0,1260.0,42,43,usable_rest,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP2/subject2_limb_EMG.mat,StaticP2,S02_StaticP2_seg0001,1,HandOpen,1,15120,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP2/subject2_limb_EMG.mat,StaticP2,S02_StaticP2_seg0002,2,Lateral grip,15121,30240,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP2/subject2_limb_EMG.mat,StaticP2,S02_StaticP2_seg0003,3,Pinch grip,30241,45360,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP2/subject2_limb_EMG.mat,StaticP2,S02_StaticP2_seg0004,4,Power grip,45361,60480,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP2/subject2_limb_EMG.mat,StaticP2,S02_StaticP2_seg0005,5,Rest,60481,75600,15120,12.0,1260.0,42,43,usable_rest,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP3/subject2_limb_EMG.mat,StaticP3,S02_StaticP3_seg0001,1,HandOpen,1,15120,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP3/subject2_limb_EMG.mat,StaticP3,S02_StaticP3_seg0002,2,Lateral grip,15121,30240,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP3/subject2_limb_EMG.mat,StaticP3,S02_StaticP3_seg0003,3,Pinch grip,30241,45360,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP3/subject2_limb_EMG.mat,StaticP3,S02_StaticP3_seg0004,4,Power grip,45361,60480,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP3/subject2_limb_EMG.mat,StaticP3,S02_StaticP3_seg0005,5,Rest,60481,75600,15120,12.0,1260.0,42,43,usable_rest,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP4/subject2_limb_EMG.mat,StaticP4,S02_StaticP4_seg0001,1,HandOpen,1,15120,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP4/subject2_limb_EMG.mat,StaticP4,S02_StaticP4_seg0002,2,Lateral grip,15121,30240,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP4/subject2_limb_EMG.mat,StaticP4,S02_StaticP4_seg0003,3,Pinch grip,30241,45360,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP4/subject2_limb_EMG.mat,StaticP4,S02_StaticP4_seg0004,4,Power grip,45361,60480,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP4/subject2_limb_EMG.mat,StaticP4,S02_StaticP4_seg0005,5,Rest,60481,75600,15120,12.0,1260.0,42,43,usable_rest,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP9/subject2_limb_EMG.mat,StaticP9,S02_StaticP9_seg0001,1,HandOpen,1,15120,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP9/subject2_limb_EMG.mat,StaticP9,S02_StaticP9_seg0002,2,Lateral grip,15121,30240,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP9/subject2_limb_EMG.mat,StaticP9,S02_StaticP9_seg0003,3,Pinch grip,30241,45360,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP9/subject2_limb_EMG.mat,StaticP9,S02_StaticP9_seg0004,4,Power grip,45361,60480,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP9/subject2_limb_EMG.mat,StaticP9,S02_StaticP9_seg0005,5,Rest,60481,75600,15120,12.0,1260.0,42,43,usable_rest,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP10/subject2_limb_EMG.mat,StaticP10,S02_StaticP10_seg0001,1,HandOpen,1,15120,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP10/subject2_limb_EMG.mat,StaticP10,S02_StaticP10_seg0002,2,Lateral grip,15121,30240,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP10/subject2_limb_EMG.mat,StaticP10,S02_StaticP10_seg0003,3,Pinch grip,30241,45360,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP10/subject2_limb_EMG.mat,StaticP10,S02_StaticP10_seg0004,4,Power grip,45361,60480,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP10/subject2_limb_EMG.mat,StaticP10,S02_StaticP10_seg0005,5,Rest,60481,75600,15120,12.0,1260.0,42,43,usable_rest,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP14/subject2_limb_EMG.mat,StaticP14,S02_StaticP14_seg0001,1,HandOpen,1,15120,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP14/subject2_limb_EMG.mat,StaticP14,S02_StaticP14_seg0002,2,Lateral grip,15121,30240,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP14/subject2_limb_EMG.mat,StaticP14,S02_StaticP14_seg0003,3,Pinch grip,30241,45360,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP14/subject2_limb_EMG.mat,StaticP14,S02_StaticP14_seg0004,4,Power grip,45361,60480,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/StaticP14/subject2_limb_EMG.mat,StaticP14,S02_StaticP14_seg0005,5,Rest,60481,75600,15120,12.0,1260.0,42,43,usable_rest,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/Dynamic/subject2_limb_EMG.mat,Dynamic,S02_Dynamic_seg0001,1,HandOpen,1,124549,124549,98.848413,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/Dynamic/subject2_limb_EMG.mat,Dynamic,S02_Dynamic_seg0002,2,Lateral grip,124550,256255,131706,104.528571,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/Dynamic/subject2_limb_EMG.mat,Dynamic,S02_Dynamic_seg0003,3,Pinch grip,256256,347877,91622,72.715873,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/Dynamic/subject2_limb_EMG.mat,Dynamic,S02_Dynamic_seg0004,4,Power grip,347878,456699,108822,86.366667,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
2,data/limb/subject02/Dynamic/subject2_limb_EMG.mat,Dynamic,S02_Dynamic_seg0005,5,Rest,456700,664634,207935,165.027778,1260.0,42,43,usable_rest,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP1/subject3_limb_EMG.mat,StaticP1,S03_StaticP1_seg0001,1,HandOpen,1,15120,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP1/subject3_limb_EMG.mat,StaticP1,S03_StaticP1_seg0002,2,Lateral grip,15121,30240,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP1/subject3_limb_EMG.mat,StaticP1,S03_StaticP1_seg0003,3,Pinch grip,30241,45360,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP1/subject3_limb_EMG.mat,StaticP1,S03_StaticP1_seg0004,4,Power grip,45361,60480,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP1/subject3_limb_EMG.mat,StaticP1,S03_StaticP1_seg0005,5,Rest,60481,75600,15120,12.0,1260.0,42,43,usable_rest,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP2/subject3_limb_EMG.mat,StaticP2,S03_StaticP2_seg0001,1,HandOpen,1,15120,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP2/subject3_limb_EMG.mat,StaticP2,S03_StaticP2_seg0002,2,Lateral grip,15121,30240,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP2/subject3_limb_EMG.mat,StaticP2,S03_StaticP2_seg0003,3,Pinch grip,30241,45360,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP2/subject3_limb_EMG.mat,StaticP2,S03_StaticP2_seg0004,4,Power grip,45361,60480,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP2/subject3_limb_EMG.mat,StaticP2,S03_StaticP2_seg0005,5,Rest,60481,75600,15120,12.0,1260.0,42,43,usable_rest,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP3/subject3_limb_EMG.mat,StaticP3,S03_StaticP3_seg0001,1,HandOpen,1,15120,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP3/subject3_limb_EMG.mat,StaticP3,S03_StaticP3_seg0002,2,Lateral grip,15121,30240,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP3/subject3_limb_EMG.mat,StaticP3,S03_StaticP3_seg0003,3,Pinch grip,30241,45360,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP3/subject3_limb_EMG.mat,StaticP3,S03_StaticP3_seg0004,4,Power grip,45361,60480,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP3/subject3_limb_EMG.mat,StaticP3,S03_StaticP3_seg0005,5,Rest,60481,75600,15120,12.0,1260.0,42,43,usable_rest,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP4/subject3_limb_EMG.mat,StaticP4,S03_StaticP4_seg0001,1,HandOpen,1,15120,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP4/subject3_limb_EMG.mat,StaticP4,S03_StaticP4_seg0002,2,Lateral grip,15121,30240,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP4/subject3_limb_EMG.mat,StaticP4,S03_StaticP4_seg0003,3,Pinch grip,30241,45360,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP4/subject3_limb_EMG.mat,StaticP4,S03_StaticP4_seg0004,4,Power grip,45361,60480,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP4/subject3_limb_EMG.mat,StaticP4,S03_StaticP4_seg0005,5,Rest,60481,75600,15120,12.0,1260.0,42,43,usable_rest,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP9/subject3_limb_EMG.mat,StaticP9,S03_StaticP9_seg0001,1,HandOpen,1,15120,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP9/subject3_limb_EMG.mat,StaticP9,S03_StaticP9_seg0002,2,Lateral grip,15121,30240,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP9/subject3_limb_EMG.mat,StaticP9,S03_StaticP9_seg0003,3,Pinch grip,30241,45360,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP9/subject3_limb_EMG.mat,StaticP9,S03_StaticP9_seg0004,4,Power grip,45361,60480,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP9/subject3_limb_EMG.mat,StaticP9,S03_StaticP9_seg0005,5,Rest,60481,75600,15120,12.0,1260.0,42,43,usable_rest,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP10/subject3_limb_EMG.mat,StaticP10,S03_StaticP10_seg0001,1,HandOpen,1,15120,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP10/subject3_limb_EMG.mat,StaticP10,S03_StaticP10_seg0002,2,Lateral grip,15121,30240,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP10/subject3_limb_EMG.mat,StaticP10,S03_StaticP10_seg0003,3,Pinch grip,30241,45360,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP10/subject3_limb_EMG.mat,StaticP10,S03_StaticP10_seg0004,4,Power grip,45361,60480,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP10/subject3_limb_EMG.mat,StaticP10,S03_StaticP10_seg0005,5,Rest,60481,75600,15120,12.0,1260.0,42,43,usable_rest,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP14/subject3_limb_EMG.mat,StaticP14,S03_StaticP14_seg0001,1,HandOpen,1,15120,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP14/subject3_limb_EMG.mat,StaticP14,S03_StaticP14_seg0002,2,Lateral grip,15121,30240,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP14/subject3_limb_EMG.mat,StaticP14,S03_StaticP14_seg0003,3,Pinch grip,30241,45360,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP14/subject3_limb_EMG.mat,StaticP14,S03_StaticP14_seg0004,4,Power grip,45361,60480,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/StaticP14/subject3_limb_EMG.mat,StaticP14,S03_StaticP14_seg0005,5,Rest,60481,75600,15120,12.0,1260.0,42,43,usable_rest,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/Dynamic/subject3_limb_EMG.mat,Dynamic,S03_Dynamic_seg0001,1,HandOpen,1,113479,113479,90.062698,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/Dynamic/subject3_limb_EMG.mat,Dynamic,S03_Dynamic_seg0002,2,Lateral grip,113480,259672,146193,116.02619,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/Dynamic/subject3_limb_EMG.mat,Dynamic,S03_Dynamic_seg0003,3,Pinch grip,259673,359860,100188,79.514286,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/Dynamic/subject3_limb_EMG.mat,Dynamic,S03_Dynamic_seg0004,4,Power grip,359861,464772,104912,83.263492,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
3,data/limb/subject03/Dynamic/subject3_limb_EMG.mat,Dynamic,S03_Dynamic_seg0005,5,Rest,464773,538725,73953,58.692857,1260.0,42,43,usable_rest,original contiguous label run; do not cross this boundary when windowing
4,data/limb/subject04/StaticP1/subject4_limb_EMG.mat,StaticP1,S04_StaticP1_seg0001,1,HandOpen,1,15120,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
4,data/limb/subject04/StaticP1/subject4_limb_EMG.mat,StaticP1,S04_StaticP1_seg0002,2,Lateral grip,15121,30240,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
4,data/limb/subject04/StaticP1/subject4_limb_EMG.mat,StaticP1,S04_StaticP1_seg0003,3,Pinch grip,30241,45360,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
4,data/limb/subject04/StaticP1/subject4_limb_EMG.mat,StaticP1,S04_StaticP1_seg0004,4,Power grip,45361,60480,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
4,data/limb/subject04/StaticP1/subject4_limb_EMG.mat,StaticP1,S04_StaticP1_seg0005,5,Rest,60481,75600,15120,12.0,1260.0,42,43,usable_rest,original contiguous label run; do not cross this boundary when windowing
4,data/limb/subject04/StaticP2/subject4_limb_EMG.mat,StaticP2,S04_StaticP2_seg0001,1,HandOpen,1,15120,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
4,data/limb/subject04/StaticP2/subject4_limb_EMG.mat,StaticP2,S04_StaticP2_seg0002,2,Lateral grip,15121,30240,15120,12.0,1260.0,42,43,usable_active_action,original contiguous label run; do not cross this boundary when windowing
