protocol_id,subject_id,fold_id,fold_index,test_condition_rule,validation_condition_rule,split,condition,recording_id,action_code,action_meaning,label_id,sample_count
stratified_recording_rescue,1,stratified_S01_fold01,1,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P0,S01_P0_HO_cell05,HO,hand open,3,584
stratified_recording_rescue,1,stratified_S01_fold01,1,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P0,S01_P0_HC_cell06,HC,hand close,2,584
stratified_recording_rescue,1,stratified_S01_fold01,1,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,P0,S01_P0_ET_cell07,ET,wrist extension,0,584
stratified_recording_rescue,1,stratified_S01_fold01,1,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P1,S01_P1_ET_cell01,ET,wrist extension,0,725
stratified_recording_rescue,1,stratified_S01_fold01,1,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,P1,S01_P1_RT_cell02,RT,rest,5,725
stratified_recording_rescue,1,stratified_S01_fold01,1,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P1,S01_P1_HO_cell03,HO,hand open,3,725
stratified_recording_rescue,1,stratified_S01_fold01,1,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P1,S01_P1_PN_cell04,PN,forearm pronation,4,725
stratified_recording_rescue,1,stratified_S01_fold01,1,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,P1,S01_P1_HC_cell05,HC,hand close,2,725
stratified_recording_rescue,1,stratified_S01_fold01,1,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,P1,S01_P1_FL_cell06,FL,wrist flexion,1,725
stratified_recording_rescue,1,stratified_S01_fold01,1,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,P1,S01_P1_SN_cell07,SN,forearm supination,6,725
stratified_recording_rescue,1,stratified_S01_fold01,1,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,P2,S01_P2_HC_cell01,HC,hand close,2,700
stratified_recording_rescue,1,stratified_S01_fold01,1,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P2,S01_P2_FL_cell02,FL,wrist flexion,1,700
stratified_recording_rescue,1,stratified_S01_fold01,1,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P2,S01_P2_RT_cell03,RT,rest,5,700
stratified_recording_rescue,1,stratified_S01_fold01,1,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,P2,S01_P2_SN_cell04,SN,forearm supination,6,700
stratified_recording_rescue,1,stratified_S01_fold01,1,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,P2,S01_P2_HO_cell05,HO,hand open,3,700
stratified_recording_rescue,1,stratified_S01_fold01,1,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P2,S01_P2_ET_cell06,ET,wrist extension,0,700
stratified_recording_rescue,1,stratified_S01_fold01,1,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P2,S01_P2_PN_cell07,PN,forearm pronation,4,700
stratified_recording_rescue,1,stratified_S01_fold02,2,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,Dynamic,S01_Dynamic_HO_cell01,HO,hand open,3,675
stratified_recording_rescue,1,stratified_S01_fold02,2,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,Dynamic,S01_Dynamic_RT_cell02,RT,rest,5,675
stratified_recording_rescue,1,stratified_S01_fold02,2,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,Dynamic,S01_Dynamic_ET_cell03,ET,wrist extension,0,675
stratified_recording_rescue,1,stratified_S01_fold02,2,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,Dynamic,S01_Dynamic_PN_cell04,PN,forearm pronation,4,675
stratified_recording_rescue,1,stratified_S01_fold02,2,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,Dynamic,S01_Dynamic_SN_cell05,SN,forearm supination,6,675
stratified_recording_rescue,1,stratified_S01_fold02,2,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,Dynamic,S01_Dynamic_HC_cell06,HC,hand close,2,675
stratified_recording_rescue,1,stratified_S01_fold02,2,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,Dynamic,S01_Dynamic_FL_cell07,FL,wrist flexion,1,675
stratified_recording_rescue,1,stratified_S01_fold02,2,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,P0,S01_P0_PN_cell01,PN,forearm pronation,4,584
stratified_recording_rescue,1,stratified_S01_fold02,2,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P0,S01_P0_FL_cell02,FL,wrist flexion,1,584
stratified_recording_rescue,1,stratified_S01_fold02,2,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P0,S01_P0_RT_cell03,RT,rest,5,584
stratified_recording_rescue,1,stratified_S01_fold02,2,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P0,S01_P0_SN_cell04,SN,forearm supination,6,584
stratified_recording_rescue,1,stratified_S01_fold02,2,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,P0,S01_P0_HO_cell05,HO,hand open,3,584
stratified_recording_rescue,1,stratified_S01_fold02,2,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P0,S01_P0_HC_cell06,HC,hand close,2,584
stratified_recording_rescue,1,stratified_S01_fold02,2,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,P0,S01_P0_ET_cell07,ET,wrist extension,0,584
stratified_recording_rescue,1,stratified_S01_fold02,2,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,P1,S01_P1_ET_cell01,ET,wrist extension,0,725
stratified_recording_rescue,1,stratified_S01_fold02,2,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,P1,S01_P1_RT_cell02,RT,rest,5,725
stratified_recording_rescue,1,stratified_S01_fold02,2,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P1,S01_P1_HO_cell03,HO,hand open,3,725
stratified_recording_rescue,1,stratified_S01_fold02,2,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,P1,S01_P1_PN_cell04,PN,forearm pronation,4,725
stratified_recording_rescue,1,stratified_S01_fold02,2,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P1,S01_P1_HC_cell05,HC,hand close,2,725
stratified_recording_rescue,1,stratified_S01_fold02,2,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,P1,S01_P1_FL_cell06,FL,wrist flexion,1,725
stratified_recording_rescue,1,stratified_S01_fold02,2,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P1,S01_P1_SN_cell07,SN,forearm supination,6,725
stratified_recording_rescue,1,stratified_S01_fold02,2,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,P2,S01_P2_HC_cell01,HC,hand close,2,700
stratified_recording_rescue,1,stratified_S01_fold02,2,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,P2,S01_P2_FL_cell02,FL,wrist flexion,1,700
stratified_recording_rescue,1,stratified_S01_fold02,2,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,P2,S01_P2_RT_cell03,RT,rest,5,700
stratified_recording_rescue,1,stratified_S01_fold02,2,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,P2,S01_P2_SN_cell04,SN,forearm supination,6,700
stratified_recording_rescue,1,stratified_S01_fold02,2,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P2,S01_P2_HO_cell05,HO,hand open,3,700
stratified_recording_rescue,1,stratified_S01_fold02,2,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P2,S01_P2_ET_cell06,ET,wrist extension,0,700
stratified_recording_rescue,1,stratified_S01_fold02,2,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P2,S01_P2_PN_cell07,PN,forearm pronation,4,700
stratified_recording_rescue,1,stratified_S01_fold03,3,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,Dynamic,S01_Dynamic_HO_cell01,HO,hand open,3,675
stratified_recording_rescue,1,stratified_S01_fold03,3,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,Dynamic,S01_Dynamic_RT_cell02,RT,rest,5,675
stratified_recording_rescue,1,stratified_S01_fold03,3,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,Dynamic,S01_Dynamic_ET_cell03,ET,wrist extension,0,675
stratified_recording_rescue,1,stratified_S01_fold03,3,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,Dynamic,S01_Dynamic_PN_cell04,PN,forearm pronation,4,675
stratified_recording_rescue,1,stratified_S01_fold03,3,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,Dynamic,S01_Dynamic_SN_cell05,SN,forearm supination,6,675
stratified_recording_rescue,1,stratified_S01_fold03,3,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,Dynamic,S01_Dynamic_HC_cell06,HC,hand close,2,675
stratified_recording_rescue,1,stratified_S01_fold03,3,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,Dynamic,S01_Dynamic_FL_cell07,FL,wrist flexion,1,675
stratified_recording_rescue,1,stratified_S01_fold03,3,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P0,S01_P0_PN_cell01,PN,forearm pronation,4,584
stratified_recording_rescue,1,stratified_S01_fold03,3,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P0,S01_P0_FL_cell02,FL,wrist flexion,1,584
stratified_recording_rescue,1,stratified_S01_fold03,3,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P0,S01_P0_RT_cell03,RT,rest,5,584
stratified_recording_rescue,1,stratified_S01_fold03,3,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,P0,S01_P0_SN_cell04,SN,forearm supination,6,584
stratified_recording_rescue,1,stratified_S01_fold03,3,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,P0,S01_P0_HO_cell05,HO,hand open,3,584
stratified_recording_rescue,1,stratified_S01_fold03,3,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,P0,S01_P0_HC_cell06,HC,hand close,2,584
stratified_recording_rescue,1,stratified_S01_fold03,3,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P0,S01_P0_ET_cell07,ET,wrist extension,0,584
stratified_recording_rescue,1,stratified_S01_fold03,3,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,P1,S01_P1_ET_cell01,ET,wrist extension,0,725
stratified_recording_rescue,1,stratified_S01_fold03,3,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P1,S01_P1_RT_cell02,RT,rest,5,725
stratified_recording_rescue,1,stratified_S01_fold03,3,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,P1,S01_P1_HO_cell03,HO,hand open,3,725
stratified_recording_rescue,1,stratified_S01_fold03,3,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,P1,S01_P1_PN_cell04,PN,forearm pronation,4,725
stratified_recording_rescue,1,stratified_S01_fold03,3,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P1,S01_P1_HC_cell05,HC,hand close,2,725
stratified_recording_rescue,1,stratified_S01_fold03,3,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P1,S01_P1_FL_cell06,FL,wrist flexion,1,725
stratified_recording_rescue,1,stratified_S01_fold03,3,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P1,S01_P1_SN_cell07,SN,forearm supination,6,725
stratified_recording_rescue,1,stratified_S01_fold03,3,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P2,S01_P2_HC_cell01,HC,hand close,2,700
stratified_recording_rescue,1,stratified_S01_fold03,3,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,P2,S01_P2_FL_cell02,FL,wrist flexion,1,700
stratified_recording_rescue,1,stratified_S01_fold03,3,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,P2,S01_P2_RT_cell03,RT,rest,5,700
stratified_recording_rescue,1,stratified_S01_fold03,3,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P2,S01_P2_SN_cell04,SN,forearm supination,6,700
stratified_recording_rescue,1,stratified_S01_fold03,3,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P2,S01_P2_HO_cell05,HO,hand open,3,700
stratified_recording_rescue,1,stratified_S01_fold03,3,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,P2,S01_P2_ET_cell06,ET,wrist extension,0,700
stratified_recording_rescue,1,stratified_S01_fold03,3,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,P2,S01_P2_PN_cell07,PN,forearm pronation,4,700
stratified_recording_rescue,1,stratified_S01_fold04,4,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,Dynamic,S01_Dynamic_HO_cell01,HO,hand open,3,675
stratified_recording_rescue,1,stratified_S01_fold04,4,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,Dynamic,S01_Dynamic_RT_cell02,RT,rest,5,675
stratified_recording_rescue,1,stratified_S01_fold04,4,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,Dynamic,S01_Dynamic_ET_cell03,ET,wrist extension,0,675
stratified_recording_rescue,1,stratified_S01_fold04,4,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,Dynamic,S01_Dynamic_PN_cell04,PN,forearm pronation,4,675
stratified_recording_rescue,1,stratified_S01_fold04,4,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,Dynamic,S01_Dynamic_SN_cell05,SN,forearm supination,6,675
stratified_recording_rescue,1,stratified_S01_fold04,4,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,Dynamic,S01_Dynamic_HC_cell06,HC,hand close,2,675
stratified_recording_rescue,1,stratified_S01_fold04,4,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,Dynamic,S01_Dynamic_FL_cell07,FL,wrist flexion,1,675
stratified_recording_rescue,1,stratified_S01_fold04,4,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P0,S01_P0_PN_cell01,PN,forearm pronation,4,584
stratified_recording_rescue,1,stratified_S01_fold04,4,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,P0,S01_P0_FL_cell02,FL,wrist flexion,1,584
stratified_recording_rescue,1,stratified_S01_fold04,4,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,P0,S01_P0_RT_cell03,RT,rest,5,584
stratified_recording_rescue,1,stratified_S01_fold04,4,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,P0,S01_P0_SN_cell04,SN,forearm supination,6,584
stratified_recording_rescue,1,stratified_S01_fold04,4,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P0,S01_P0_HO_cell05,HO,hand open,3,584
stratified_recording_rescue,1,stratified_S01_fold04,4,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,P0,S01_P0_HC_cell06,HC,hand close,2,584
stratified_recording_rescue,1,stratified_S01_fold04,4,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P0,S01_P0_ET_cell07,ET,wrist extension,0,584
stratified_recording_rescue,1,stratified_S01_fold04,4,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P1,S01_P1_ET_cell01,ET,wrist extension,0,725
stratified_recording_rescue,1,stratified_S01_fold04,4,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P1,S01_P1_RT_cell02,RT,rest,5,725
stratified_recording_rescue,1,stratified_S01_fold04,4,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,P1,S01_P1_HO_cell03,HO,hand open,3,725
stratified_recording_rescue,1,stratified_S01_fold04,4,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P1,S01_P1_PN_cell04,PN,forearm pronation,4,725
stratified_recording_rescue,1,stratified_S01_fold04,4,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,P1,S01_P1_HC_cell05,HC,hand close,2,725
stratified_recording_rescue,1,stratified_S01_fold04,4,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P1,S01_P1_FL_cell06,FL,wrist flexion,1,725
stratified_recording_rescue,1,stratified_S01_fold04,4,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,P1,S01_P1_SN_cell07,SN,forearm supination,6,725
stratified_recording_rescue,1,stratified_S01_fold04,4,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P2,S01_P2_HC_cell01,HC,hand close,2,700
stratified_recording_rescue,1,stratified_S01_fold04,4,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P2,S01_P2_FL_cell02,FL,wrist flexion,1,700
stratified_recording_rescue,1,stratified_S01_fold04,4,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P2,S01_P2_RT_cell03,RT,rest,5,700
stratified_recording_rescue,1,stratified_S01_fold04,4,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P2,S01_P2_SN_cell04,SN,forearm supination,6,700
stratified_recording_rescue,1,stratified_S01_fold04,4,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,P2,S01_P2_HO_cell05,HO,hand open,3,700
stratified_recording_rescue,1,stratified_S01_fold04,4,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,P2,S01_P2_ET_cell06,ET,wrist extension,0,700
stratified_recording_rescue,1,stratified_S01_fold04,4,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,P2,S01_P2_PN_cell07,PN,forearm pronation,4,700
stratified_recording_rescue,2,stratified_S02_fold01,5,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,Dynamic,S02_Dynamic_PN_cell01,PN,forearm pronation,4,675
stratified_recording_rescue,2,stratified_S02_fold01,5,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,Dynamic,S02_Dynamic_FL_cell02,FL,wrist flexion,1,675
stratified_recording_rescue,2,stratified_S02_fold01,5,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,Dynamic,S02_Dynamic_RT_cell03,RT,rest,5,675
stratified_recording_rescue,2,stratified_S02_fold01,5,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,Dynamic,S02_Dynamic_SN_cell04,SN,forearm supination,6,675
stratified_recording_rescue,2,stratified_S02_fold01,5,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,Dynamic,S02_Dynamic_HO_cell05,HO,hand open,3,675
stratified_recording_rescue,2,stratified_S02_fold01,5,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,Dynamic,S02_Dynamic_HC_cell06,HC,hand close,2,675
stratified_recording_rescue,2,stratified_S02_fold01,5,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,Dynamic,S02_Dynamic_ET_cell07,ET,wrist extension,0,675
stratified_recording_rescue,2,stratified_S02_fold01,5,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,P0,S02_P0_ET_cell01,ET,wrist extension,0,584
stratified_recording_rescue,2,stratified_S02_fold01,5,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,P0,S02_P0_RT_cell02,RT,rest,5,584
stratified_recording_rescue,2,stratified_S02_fold01,5,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P0,S02_P0_HO_cell03,HO,hand open,3,584
stratified_recording_rescue,2,stratified_S02_fold01,5,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,P0,S02_P0_PN_cell04,PN,forearm pronation,4,584
stratified_recording_rescue,2,stratified_S02_fold01,5,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P0,S02_P0_HC_cell05,HC,hand close,2,584
stratified_recording_rescue,2,stratified_S02_fold01,5,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,P0,S02_P0_FL_cell06,FL,wrist flexion,1,584
stratified_recording_rescue,2,stratified_S02_fold01,5,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P0,S02_P0_SN_cell07,SN,forearm supination,6,584
stratified_recording_rescue,2,stratified_S02_fold01,5,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,P1,S02_P1_HC_cell01,HC,hand close,2,725
stratified_recording_rescue,2,stratified_S02_fold01,5,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,P1,S02_P1_FL_cell02,FL,wrist flexion,1,725
stratified_recording_rescue,2,stratified_S02_fold01,5,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,P1,S02_P1_RT_cell03,RT,rest,5,725
stratified_recording_rescue,2,stratified_S02_fold01,5,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,P1,S02_P1_SN_cell04,SN,forearm supination,6,725
stratified_recording_rescue,2,stratified_S02_fold01,5,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P1,S02_P1_HO_cell05,HO,hand open,3,725
stratified_recording_rescue,2,stratified_S02_fold01,5,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P1,S02_P1_ET_cell06,ET,wrist extension,0,725
stratified_recording_rescue,2,stratified_S02_fold01,5,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P1,S02_P1_PN_cell07,PN,forearm pronation,4,725
stratified_recording_rescue,2,stratified_S02_fold01,5,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,P2,S02_P2_HO_cell01,HO,hand open,3,700
stratified_recording_rescue,2,stratified_S02_fold01,5,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P2,S02_P2_RT_cell02,RT,rest,5,700
stratified_recording_rescue,2,stratified_S02_fold01,5,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P2,S02_P2_ET_cell03,ET,wrist extension,0,700
stratified_recording_rescue,2,stratified_S02_fold01,5,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P2,S02_P2_PN_cell04,PN,forearm pronation,4,700
stratified_recording_rescue,2,stratified_S02_fold01,5,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,P2,S02_P2_SN_cell05,SN,forearm supination,6,700
stratified_recording_rescue,2,stratified_S02_fold01,5,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,P2,S02_P2_HC_cell06,HC,hand close,2,700
stratified_recording_rescue,2,stratified_S02_fold01,5,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P2,S02_P2_FL_cell07,FL,wrist flexion,1,700
stratified_recording_rescue,2,stratified_S02_fold02,6,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,Dynamic,S02_Dynamic_PN_cell01,PN,forearm pronation,4,675
stratified_recording_rescue,2,stratified_S02_fold02,6,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,Dynamic,S02_Dynamic_FL_cell02,FL,wrist flexion,1,675
stratified_recording_rescue,2,stratified_S02_fold02,6,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,Dynamic,S02_Dynamic_RT_cell03,RT,rest,5,675
stratified_recording_rescue,2,stratified_S02_fold02,6,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,Dynamic,S02_Dynamic_SN_cell04,SN,forearm supination,6,675
stratified_recording_rescue,2,stratified_S02_fold02,6,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,Dynamic,S02_Dynamic_HO_cell05,HO,hand open,3,675
stratified_recording_rescue,2,stratified_S02_fold02,6,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,Dynamic,S02_Dynamic_HC_cell06,HC,hand close,2,675
stratified_recording_rescue,2,stratified_S02_fold02,6,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,Dynamic,S02_Dynamic_ET_cell07,ET,wrist extension,0,675
stratified_recording_rescue,2,stratified_S02_fold02,6,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,test,P0,S02_P0_ET_cell01,ET,wrist extension,0,584
stratified_recording_rescue,2,stratified_S02_fold02,6,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,train,P0,S02_P0_RT_cell02,RT,rest,5,584
stratified_recording_rescue,2,stratified_S02_fold02,6,condition=(fold_index+action_index)%4,condition=(fold_index+action_index+1)%4,validation,P0,S02_P0_HO_cell03,HO,hand open,3,584
