subject_id,fold_id,fold_index,selected_candidate,candidate_level,condition,recording_id,true_label_id,true_action_code,true_action_name,pred_label_id,pred_action_code,pred_action_name,sample_count,aggregation_method,prob_ET,prob_FL,prob_HC,prob_HO,prob_PN,prob_RT,prob_SN
1,stratified_S01_fold02,2,recording_raw_rbf_k80,recording,P1,S01_P1_FL_cell06,1,FL,wrist flexion,1,FL,wrist flexion,725,recording_direct,0.08330759033078762,0.39062832284878823,0.1153204516367026,0.13703328418912758,0.09736176544673754,0.0785015866295687,0.09784699891828763
1,stratified_S01_fold02,2,recording_raw_rbf_k80,recording,P2,S01_P2_HC_cell01,2,HC,hand close,2,HC,hand close,700,recording_direct,0.07864915083877169,0.08665352490749693,0.46149128586851756,0.09007336368580449,0.1337617150946256,0.06529988422520404,0.08407107537957977
1,stratified_S01_fold02,2,recording_raw_rbf_k80,recording,P2,S01_P2_SN_cell04,6,SN,forearm supination,6,SN,forearm supination,700,recording_direct,0.07175110251020138,0.07038987362993154,0.07798076221844692,0.07092725193479128,0.09046346159676051,0.10124547238212195,0.5172420757277464
1,stratified_S01_fold03,3,recording_raw_knn1_k80,recording,Dynamic,S01_Dynamic_SN_cell05,6,SN,forearm supination,6,SN,forearm supination,675,recording_direct,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,stratified_S01_fold03,3,recording_raw_knn1_k80,recording,Dynamic,S01_Dynamic_HC_cell06,2,HC,hand close,2,HC,hand close,675,recording_direct,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,stratified_S01_fold03,3,recording_raw_knn1_k80,recording,P0,S01_P0_HO_cell05,3,HO,hand open,3,HO,hand open,584,recording_direct,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,stratified_S01_fold03,3,recording_raw_knn1_k80,recording,P1,S01_P1_ET_cell01,0,ET,wrist extension,0,ET,wrist extension,725,recording_direct,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,stratified_S01_fold03,3,recording_raw_knn1_k80,recording,P1,S01_P1_PN_cell04,4,PN,forearm pronation,4,PN,forearm pronation,725,recording_direct,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,stratified_S01_fold03,3,recording_raw_knn1_k80,recording,P2,S01_P2_FL_cell02,1,FL,wrist flexion,1,FL,wrist flexion,700,recording_direct,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,stratified_S01_fold03,3,recording_raw_knn1_k80,recording,P2,S01_P2_RT_cell03,5,RT,rest,5,RT,rest,700,recording_direct,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,stratified_S01_fold04,4,recording_raw_knn1_k80,recording,Dynamic,S01_Dynamic_RT_cell02,5,RT,rest,5,RT,rest,675,recording_direct,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,stratified_S01_fold04,4,recording_raw_knn1_k80,recording,Dynamic,S01_Dynamic_FL_cell07,1,FL,wrist flexion,1,FL,wrist flexion,675,recording_direct,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,stratified_S01_fold04,4,recording_raw_knn1_k80,recording,P0,S01_P0_SN_cell04,6,SN,forearm supination,6,SN,forearm supination,584,recording_direct,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,stratified_S01_fold04,4,recording_raw_knn1_k80,recording,P0,S01_P0_HC_cell06,2,HC,hand close,2,HC,hand close,584,recording_direct,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,stratified_S01_fold04,4,recording_raw_knn1_k80,recording,P1,S01_P1_HO_cell03,3,HO,hand open,3,HO,hand open,725,recording_direct,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,stratified_S01_fold04,4,recording_raw_knn1_k80,recording,P2,S01_P2_ET_cell06,0,ET,wrist extension,0,ET,wrist extension,700,recording_direct,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,stratified_S01_fold04,4,recording_raw_knn1_k80,recording,P2,S01_P2_PN_cell07,4,PN,forearm pronation,4,PN,forearm pronation,700,recording_direct,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,stratified_S02_fold01,5,recording_raw_knn1_k80,recording,Dynamic,S02_Dynamic_PN_cell01,4,PN,forearm pronation,4,PN,forearm pronation,675,recording_direct,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,stratified_S02_fold01,5,recording_raw_knn1_k80,recording,Dynamic,S02_Dynamic_ET_cell07,0,ET,wrist extension,0,ET,wrist extension,675,recording_direct,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,stratified_S02_fold01,5,recording_raw_knn1_k80,recording,P0,S02_P0_RT_cell02,5,RT,rest,5,RT,rest,584,recording_direct,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,stratified_S02_fold01,5,recording_raw_knn1_k80,recording,P0,S02_P0_FL_cell06,1,FL,wrist flexion,1,FL,wrist flexion,584,recording_direct,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,stratified_S02_fold01,5,recording_raw_knn1_k80,recording,P1,S02_P1_HC_cell01,2,HC,hand close,2,HC,hand close,725,recording_direct,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,stratified_S02_fold01,5,recording_raw_knn1_k80,recording,P1,S02_P1_SN_cell04,6,SN,forearm supination,6,SN,forearm supination,725,recording_direct,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,stratified_S02_fold01,5,recording_raw_knn1_k80,recording,P2,S02_P2_HO_cell01,3,HO,hand open,3,HO,hand open,700,recording_direct,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,stratified_S02_fold02,6,recording_raw_knn1_k80,recording,Dynamic,S02_Dynamic_HO_cell05,3,HO,hand open,3,HO,hand open,675,recording_direct,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,stratified_S02_fold02,6,recording_raw_knn1_k80,recording,P0,S02_P0_ET_cell01,0,ET,wrist extension,0,ET,wrist extension,584,recording_direct,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,stratified_S02_fold02,6,recording_raw_knn1_k80,recording,P0,S02_P0_PN_cell04,4,PN,forearm pronation,4,PN,forearm pronation,584,recording_direct,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,stratified_S02_fold02,6,recording_raw_knn1_k80,recording,P1,S02_P1_FL_cell02,1,FL,wrist flexion,1,FL,wrist flexion,725,recording_direct,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,stratified_S02_fold02,6,recording_raw_knn1_k80,recording,P1,S02_P1_RT_cell03,5,RT,rest,5,RT,rest,725,recording_direct,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,stratified_S02_fold02,6,recording_raw_knn1_k80,recording,P2,S02_P2_SN_cell05,6,SN,forearm supination,6,SN,forearm supination,700,recording_direct,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,stratified_S02_fold02,6,recording_raw_knn1_k80,recording,P2,S02_P2_HC_cell06,2,HC,hand close,2,HC,hand close,700,recording_direct,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,stratified_S02_fold03,7,recording_raw_knn1_k80,recording,Dynamic,S02_Dynamic_SN_cell04,6,SN,forearm supination,6,SN,forearm supination,675,recording_direct,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,stratified_S02_fold03,7,recording_raw_knn1_k80,recording,Dynamic,S02_Dynamic_HC_cell06,2,HC,hand close,2,HC,hand close,675,recording_direct,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,stratified_S02_fold03,7,recording_raw_knn1_k80,recording,P0,S02_P0_HO_cell03,3,HO,hand open,3,HO,hand open,584,recording_direct,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,stratified_S02_fold03,7,recording_raw_knn1_k80,recording,P1,S02_P1_ET_cell06,0,ET,wrist extension,0,ET,wrist extension,725,recording_direct,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,stratified_S02_fold03,7,recording_raw_knn1_k80,recording,P1,S02_P1_PN_cell07,4,PN,forearm pronation,6,SN,forearm supination,725,recording_direct,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,stratified_S02_fold03,7,recording_raw_knn1_k80,recording,P2,S02_P2_RT_cell02,5,RT,rest,5,RT,rest,700,recording_direct,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,stratified_S02_fold03,7,recording_raw_knn1_k80,recording,P2,S02_P2_FL_cell07,1,FL,wrist flexion,1,FL,wrist flexion,700,recording_direct,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,stratified_S02_fold04,8,recording_raw_knn1_k80,recording,Dynamic,S02_Dynamic_FL_cell02,1,FL,wrist flexion,1,FL,wrist flexion,675,recording_direct,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,stratified_S02_fold04,8,recording_raw_knn1_k80,recording,Dynamic,S02_Dynamic_RT_cell03,5,RT,rest,5,RT,rest,675,recording_direct,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,stratified_S02_fold04,8,recording_raw_knn1_k80,recording,P0,S02_P0_HC_cell05,2,HC,hand close,2,HC,hand close,584,recording_direct,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,stratified_S02_fold04,8,recording_raw_knn1_k80,recording,P0,S02_P0_SN_cell07,6,SN,forearm supination,6,SN,forearm supination,584,recording_direct,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,stratified_S02_fold04,8,recording_raw_knn1_k80,recording,P1,S02_P1_HO_cell05,3,HO,hand open,3,HO,hand open,725,recording_direct,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,stratified_S02_fold04,8,recording_raw_knn1_k80,recording,P2,S02_P2_ET_cell03,0,ET,wrist extension,0,ET,wrist extension,700,recording_direct,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,stratified_S02_fold04,8,recording_raw_knn1_k80,recording,P2,S02_P2_PN_cell04,4,PN,forearm pronation,4,PN,forearm pronation,700,recording_direct,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,stratified_S03_fold01,9,recording_raw_extra_trees,recording,Dynamic,S03_Dynamic_ET_cell01,0,ET,wrist extension,0,ET,wrist extension,650,recording_direct,0.7576923076923078,0.0,0.026923076923076928,0.026923076923076928,0.04230769230769232,0.01153846153846154,0.13461538461538464
3,stratified_S03_fold01,9,recording_raw_extra_trees,recording,Dynamic,S03_Dynamic_PN_cell05,4,PN,forearm pronation,6,SN,forearm supination,650,recording_direct,0.053846153846153856,0.030769230769230774,0.01153846153846154,0.04230769230769232,0.3807692307692308,0.007692307692307694,0.4730769230769231
3,stratified_S03_fold01,9,recording_raw_extra_trees,recording,P0,S03_P0_RT_cell01,5,RT,rest,5,RT,rest,617,recording_direct,0.0,0.0038461538461538464,0.0,0.0038461538461538464,0.026923076923076925,0.9538461538461539,0.011538461538461539
3,stratified_S03_fold01,9,recording_raw_extra_trees,recording,P0,S03_P0_FL_cell06,1,FL,wrist flexion,1,FL,wrist flexion,617,recording_direct,0.0,0.6807692307692308,0.038461538461538464,0.23846153846153847,0.015384615384615385,0.0,0.026923076923076925
3,stratified_S03_fold01,9,recording_raw_extra_trees,recording,P1,S03_P1_HC_cell05,2,HC,hand close,2,HC,hand close,517,recording_direct,0.011538461538461539,0.03461538461538462,0.8692307692307693,0.04230769230769231,0.03076923076923077,0.0,0.011538461538461539
3,stratified_S03_fold01,9,recording_raw_extra_trees,recording,P1,S03_P1_SN_cell07,6,SN,forearm supination,6,SN,forearm supination,517,recording_direct,0.10384615384615385,0.007692307692307693,0.019230769230769232,0.023076923076923078,0.12692307692307692,0.10384615384615385,0.6153846153846154
3,stratified_S03_fold01,9,recording_raw_extra_trees,recording,P2,S03_P2_HO_cell06,3,HO,hand open,3,HO,hand open,542,recording_direct,0.011538461538461539,0.21923076923076923,0.11538461538461539,0.6,0.019230769230769232,0.0,0.03461538461538462
3,stratified_S03_fold02,10,recording_raw_logreg_k120,recording,Dynamic,S03_Dynamic_HO_cell02,3,HO,hand open,3,HO,hand open,650,recording_direct,0.0010396513219056304,0.03847684525310494,0.0008314961439216942,0.9511162006016963,0.0006854201685215907,2.54060791777494e-05,0.00782498043167204
3,stratified_S03_fold02,10,recording_raw_logreg_k120,recording,P0,S03_P0_PN_cell05,4,PN,forearm pronation,4,PN,forearm pronation,617,recording_direct,0.03154349162230312,0.007030871157410853,0.10344898558122892,0.002566314231375658,0.7578025917278193,0.08503635896767896,0.012571386712183304
3,stratified_S03_fold02,10,recording_raw_logreg_k120,recording,P0,S03_P0_ET_cell07,0,ET,wrist extension,0,ET,wrist extension,617,recording_direct,0.9821668931248893,0.00011877344947478532,0.004562334807419039,0.0011027403899697924,0.0021620339744259326,0.0031158930450901636,0.006771331208730913
3,stratified_S03_fold02,10,recording_raw_logreg_k120,recording,P1,S03_P1_RT_cell01,5,RT,rest,5,RT,rest,517,recording_direct,0.0008697133218606021,0.0009710980217356651,0.0005666818274186172,0.00010653326098392398,0.025049251019163225,0.9653106355648903,0.007126086983947637
3,stratified_S03_fold02,10,recording_raw_logreg_k120,recording,P1,S03_P1_FL_cell02,1,FL,wrist flexion,1,FL,wrist flexion,517,recording_direct,0.0001028633922026609,0.9450307988360578,0.03903294468692253,0.006061722854774841,0.008105756958181555,0.0012153828999956918,0.0004505303718649991
3,stratified_S03_fold02,10,recording_raw_logreg_k120,recording,P2,S03_P2_SN_cell02,6,SN,forearm supination,6,SN,forearm supination,542,recording_direct,0.010038480860537422,0.004947238900503105,0.0017557416088969887,0.006510319909395962,0.10284781171548532,0.046529773700699564,0.8273706333044817
3,stratified_S03_fold02,10,recording_raw_logreg_k120,recording,P2,S03_P2_HC_cell07,2,HC,hand close,2,HC,hand close,542,recording_direct,0.0043941015509219635,0.009733421437850321,0.9456407427028001,0.012283880333746024,0.02724388650804756,0.0004662990369715692,0.0002376684296625417
3,stratified_S03_fold03,11,recording_raw_rbf_k80,recording,Dynamic,S03_Dynamic_SN_cell03,6,SN,forearm supination,6,SN,forearm supination,650,recording_direct,0.07979603847060973,0.09798357440781456,0.09820127101535389,0.10375055592714184,0.20399106754913832,0.1024807716544793,0.3137967209754625
3,stratified_S03_fold03,11,recording_raw_rbf_k80,recording,Dynamic,S03_Dynamic_HC_cell04,2,HC,hand close,2,HC,hand close,650,recording_direct,0.07652105945646535,0.11776223973237379,0.3916905103516054,0.14759661218212422,0.12443764989572798,0.06423536221970803,0.07775656616199517
3,stratified_S03_fold03,11,recording_raw_rbf_k80,recording,P0,S03_P0_HO_cell03,3,HO,hand open,1,FL,wrist flexion,617,recording_direct,0.11993478290825861,0.1738325625153972,0.12703196394146815,0.17317537953539347,0.14490759722503274,0.10972564985256374,0.1513920640218861
3,stratified_S03_fold03,11,recording_raw_rbf_k80,recording,P1,S03_P1_PN_cell03,4,PN,forearm pronation,6,SN,forearm supination,517,recording_direct,0.06767219834875791,0.07124164015354552,0.06864624729199109,0.06797888235696337,0.29044092572176866,0.12564689662339457,0.30837320950357894
3,stratified_S03_fold03,11,recording_raw_rbf_k80,recording,P1,S03_P1_ET_cell04,0,ET,wrist extension,0,ET,wrist extension,517,recording_direct,0.4583671265721951,0.08619167984688768,0.08795336568317584,0.08501433856722991,0.09921885958999002,0.08850810790490755,0.09474652183561377
3,stratified_S03_fold03,11,recording_raw_rbf_k80,recording,P2,S03_P2_RT_cell01,5,RT,rest,5,RT,rest,542,recording_direct,0.08010091984843117,0.08007362519464682,0.07054335917783665,0.07777857940473183,0.09053209032276704,0.4662609847203188,0.1347104413312676
3,stratified_S03_fold03,11,recording_raw_rbf_k80,recording,P2,S03_P2_FL_cell03,1,FL,wrist flexion,1,FL,wrist flexion,542,recording_direct,0.0798514669888852,0.4440368160128574,0.10096237291779128,0.12236614526583373,0.10327273789312023,0.07309357904349431,0.07641688187801791
3,stratified_S03_fold04,12,recording_raw_extra_trees,recording,Dynamic,S03_Dynamic_RT_cell06,5,RT,rest,5,RT,rest,650,recording_direct,0.03461538461538462,0.011538461538461539,0.011538461538461539,0.007692307692307693,0.17692307692307693,0.47307692307692306,0.2846153846153846
3,stratified_S03_fold04,12,recording_raw_extra_trees,recording,Dynamic,S03_Dynamic_FL_cell07,1,FL,wrist flexion,1,FL,wrist flexion,650,recording_direct,0.0,0.4653846153846154,0.038461538461538464,0.4269230769230769,0.03461538461538462,0.0038461538461538464,0.03076923076923077
3,stratified_S03_fold04,12,recording_raw_extra_trees,recording,P0,S03_P0_SN_cell02,6,SN,forearm supination,6,SN,forearm supination,617,recording_direct,0.0038461538461538464,0.0,0.0,0.026923076923076925,0.13076923076923078,0.026923076923076925,0.8115384615384615
3,stratified_S03_fold04,12,recording_raw_extra_trees,recording,P0,S03_P0_HC_cell04,2,HC,hand close,2,HC,hand close,617,recording_direct,0.1076923076923077,0.057692307692307696,0.6923076923076923,0.12307692307692308,0.0038461538461538464,0.0038461538461538464,0.011538461538461539
3,stratified_S03_fold04,12,recording_raw_extra_trees,recording,P1,S03_P1_HO_cell06,3,HO,hand open,3,HO,hand open,517,recording_direct,0.0,0.17307692307692307,0.06923076923076923,0.7115384615384616,0.011538461538461539,0.0038461538461538464,0.03076923076923077
3,stratified_S03_fold04,12,recording_raw_extra_trees,recording,P2,S03_P2_ET_cell04,0,ET,wrist extension,0,ET,wrist extension,542,recording_direct,0.9500000000000001,0.0,0.003846153846153847,0.0,0.03846153846153847,0.0,0.007692307692307694
3,stratified_S03_fold04,12,recording_raw_extra_trees,recording,P2,S03_P2_PN_cell05,4,PN,forearm pronation,4,PN,forearm pronation,542,recording_direct,0.003846153846153847,0.04230769230769232,0.0730769230769231,0.1384615384615385,0.6307692307692309,0.007692307692307694,0.10384615384615387
4,stratified_S04_fold01,13,recording_raw_extra_trees,recording,Dynamic,S04_Dynamic_ET_cell06,0,ET,wrist extension,0,ET,wrist extension,708,recording_direct,0.6807692307692308,0.0,0.011538461538461539,0.0038461538461538464,0.05384615384615385,0.11538461538461539,0.1346153846153846
4,stratified_S04_fold01,13,recording_raw_extra_trees,recording,Dynamic,S04_Dynamic_PN_cell07,4,PN,forearm pronation,4,PN,forearm pronation,708,recording_direct,0.046153846153846156,0.011538461538461539,0.08076923076923077,0.026923076923076925,0.65,0.015384615384615385,0.16923076923076924
4,stratified_S04_fold01,13,recording_raw_extra_trees,recording,P0,S04_P0_RT_cell01,5,RT,rest,5,RT,rest,683,recording_direct,0.0038461538461538464,0.0,0.0,0.0,0.019230769230769232,0.9346153846153846,0.04230769230769231
4,stratified_S04_fold01,13,recording_raw_extra_trees,recording,P0,S04_P0_FL_cell03,1,FL,wrist flexion,1,FL,wrist flexion,683,recording_direct,0.0,0.7923076923076923,0.1576923076923077,0.03076923076923077,0.015384615384615385,0.0038461538461538464,0.0
4,stratified_S04_fold01,13,recording_raw_extra_trees,recording,P1,S04_P1_SN_cell03,6,SN,forearm supination,6,SN,forearm supination,691,recording_direct,0.057692307692307696,0.0,0.0,0.0,0.1076923076923077,0.1423076923076923,0.6923076923076923
4,stratified_S04_fold01,13,recording_raw_extra_trees,recording,P1,S04_P1_HC_cell04,2,HC,hand close,2,HC,hand close,691,recording_direct,0.007692307692307693,0.03076923076923077,0.7038461538461539,0.19230769230769232,0.046153846153846156,0.015384615384615385,0.0038461538461538464
4,stratified_S04_fold01,13,recording_raw_extra_trees,recording,P2,S04_P2_HO_cell06,3,HO,hand open,2,HC,hand close,708,recording_direct,0.0,0.06923076923076923,0.7076923076923077,0.2076923076923077,0.007692307692307693,0.0,0.007692307692307693
4,stratified_S04_fold02,14,recording_raw_knn1_k80,recording,Dynamic,S04_Dynamic_HO_cell04,3,HO,hand open,3,HO,hand open,708,recording_direct,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4,stratified_S04_fold02,14,recording_raw_knn1_k80,recording,P0,S04_P0_ET_cell04,0,ET,wrist extension,0,ET,wrist extension,683,recording_direct,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,stratified_S04_fold02,14,recording_raw_knn1_k80,recording,P0,S04_P0_PN_cell05,4,PN,forearm pronation,4,PN,forearm pronation,683,recording_direct,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4,stratified_S04_fold02,14,recording_raw_knn1_k80,recording,P1,S04_P1_FL_cell02,1,FL,wrist flexion,1,FL,wrist flexion,691,recording_direct,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,stratified_S04_fold02,14,recording_raw_knn1_k80,recording,P1,S04_P1_RT_cell05,5,RT,rest,5,RT,rest,691,recording_direct,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4,stratified_S04_fold02,14,recording_raw_knn1_k80,recording,P2,S04_P2_HC_cell03,2,HC,hand close,3,HO,hand open,708,recording_direct,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4,stratified_S04_fold02,14,recording_raw_knn1_k80,recording,P2,S04_P2_SN_cell07,6,SN,forearm supination,6,SN,forearm supination,708,recording_direct,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,stratified_S04_fold03,15,recording_raw_knn1_k80,recording,Dynamic,S04_Dynamic_HC_cell02,2,HC,hand close,2,HC,hand close,708,recording_direct,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,stratified_S04_fold03,15,recording_raw_knn1_k80,recording,Dynamic,S04_Dynamic_SN_cell05,6,SN,forearm supination,6,SN,forearm supination,708,recording_direct,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,stratified_S04_fold03,15,recording_raw_knn1_k80,recording,P0,S04_P0_HO_cell06,3,HO,hand open,2,HC,hand close,683,recording_direct,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,stratified_S04_fold03,15,recording_raw_knn1_k80,recording,P1,S04_P1_ET_cell06,0,ET,wrist extension,0,ET,wrist extension,691,recording_direct,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,stratified_S04_fold03,15,recording_raw_knn1_k80,recording,P1,S04_P1_PN_cell07,4,PN,forearm pronation,4,PN,forearm pronation,691,recording_direct,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4,stratified_S04_fold03,15,recording_raw_knn1_k80,recording,P2,S04_P2_RT_cell04,5,RT,rest,5,RT,rest,708,recording_direct,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4,stratified_S04_fold03,15,recording_raw_knn1_k80,recording,P2,S04_P2_FL_cell05,1,FL,wrist flexion,1,FL,wrist flexion,708,recording_direct,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,stratified_S04_fold04,16,recording_raw_knn1_k80,recording,Dynamic,S04_Dynamic_FL_cell01,1,FL,wrist flexion,1,FL,wrist flexion,708,recording_direct,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,stratified_S04_fold04,16,recording_raw_knn1_k80,recording,Dynamic,S04_Dynamic_RT_cell03,5,RT,rest,5,RT,rest,708,recording_direct,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4,stratified_S04_fold04,16,recording_raw_knn1_k80,recording,P0,S04_P0_SN_cell02,6,SN,forearm supination,6,SN,forearm supination,683,recording_direct,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,stratified_S04_fold04,16,recording_raw_knn1_k80,recording,P0,S04_P0_HC_cell07,2,HC,hand close,2,HC,hand close,683,recording_direct,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,stratified_S04_fold04,16,recording_raw_knn1_k80,recording,P1,S04_P1_HO_cell01,3,HO,hand open,2,HC,hand close,691,recording_direct,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,stratified_S04_fold04,16,recording_raw_knn1_k80,recording,P2,S04_P2_ET_cell01,0,ET,wrist extension,0,ET,wrist extension,708,recording_direct,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,stratified_S04_fold04,16,recording_raw_knn1_k80,recording,P2,S04_P2_PN_cell02,4,PN,forearm pronation,4,PN,forearm pronation,708,recording_direct,0.0,0.0,0.0,0.0,1.0,0.0,0.0
