dataset_name,fold_id,model_name,model_display_name,class_id,class_name,precision,recall,f1,support
UCI_EMG_Data_for_Gestures,uci_subject_fold2,FeatureExtraTrees,Feature ExtraTrees,4,RadialDeviation,0.7555831265508685,0.7490774907749077,0.7523162445954292,813
UCI_EMG_Data_for_Gestures,uci_subject_fold2,FeatureExtraTrees,Feature ExtraTrees,5,UlnarDeviation,0.7871621621621622,0.845223700120919,0.8151603498542274,827
UCI_EMG_Data_for_Gestures,uci_subject_fold2,DeepFeatureFusion,LSTM-Transformer + Feature Fusion,0,Rest,0.9630102040816326,0.9869281045751634,0.9748224661071659,765
UCI_EMG_Data_for_Gestures,uci_subject_fold2,DeepFeatureFusion,LSTM-Transformer + Feature Fusion,1,Fist,0.8063623789764869,0.7630890052356021,0.7841291190316073,764
UCI_EMG_Data_for_Gestures,uci_subject_fold2,DeepFeatureFusion,LSTM-Transformer + Feature Fusion,2,WristFlexion,0.8201342281879195,0.766624843161857,0.7924773022049286,797
UCI_EMG_Data_for_Gestures,uci_subject_fold2,DeepFeatureFusion,LSTM-Transformer + Feature Fusion,3,WristExtension,0.876984126984127,0.8236024844720496,0.8494554772581678,805
UCI_EMG_Data_for_Gestures,uci_subject_fold2,DeepFeatureFusion,LSTM-Transformer + Feature Fusion,4,RadialDeviation,0.7528089887640449,0.8241082410824109,0.7868467410452143,813
UCI_EMG_Data_for_Gestures,uci_subject_fold2,DeepFeatureFusion,LSTM-Transformer + Feature Fusion,5,UlnarDeviation,0.8281786941580757,0.8742442563482467,0.8505882352941176,827
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,0,Rest,0.9863945578231292,0.9501965923984272,0.9679572763684913,763
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,1,Fist,0.9364341085271318,0.8423988842398884,0.8869309838472834,717
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,2,WristFlexion,0.6857142857142857,0.8207934336525308,0.7471980074719801,731
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,3,WristExtension,0.7735148514851485,0.8400537634408602,0.8054123711340206,744
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,4,RadialDeviation,0.8476190476190476,0.7295081967213115,0.7841409691629956,732
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,5,UlnarDeviation,0.7203856749311295,0.7144808743169399,0.7174211248285323,732
UCI_EMG_Data_for_Gestures,uci_subject_fold3,FeatureExtraTrees,Feature ExtraTrees,0,Rest,0.9971550497866287,0.9187418086500655,0.956343792633015,763
UCI_EMG_Data_for_Gestures,uci_subject_fold3,FeatureExtraTrees,Feature ExtraTrees,1,Fist,0.9180790960451978,0.9065550906555091,0.9122807017543859,717
UCI_EMG_Data_for_Gestures,uci_subject_fold3,FeatureExtraTrees,Feature ExtraTrees,2,WristFlexion,0.7033707865168539,0.8563611491108071,0.7723627390499691,731
UCI_EMG_Data_for_Gestures,uci_subject_fold3,FeatureExtraTrees,Feature ExtraTrees,3,WristExtension,0.8324538258575198,0.8481182795698925,0.8402130492676432,744
UCI_EMG_Data_for_Gestures,uci_subject_fold3,FeatureExtraTrees,Feature ExtraTrees,4,RadialDeviation,0.8494318181818182,0.8169398907103825,0.8328690807799443,732
UCI_EMG_Data_for_Gestures,uci_subject_fold3,FeatureExtraTrees,Feature ExtraTrees,5,UlnarDeviation,0.760670731707317,0.6816939890710383,0.7190201729106628,732
UCI_EMG_Data_for_Gestures,uci_subject_fold3,DeepFeatureFusion,LSTM-Transformer + Feature Fusion,0,Rest,0.997179125528914,0.926605504587156,0.9605978260869565,763
UCI_EMG_Data_for_Gestures,uci_subject_fold3,DeepFeatureFusion,LSTM-Transformer + Feature Fusion,1,Fist,0.9188034188034188,0.899581589958159,0.9090909090909091,717
UCI_EMG_Data_for_Gestures,uci_subject_fold3,DeepFeatureFusion,LSTM-Transformer + Feature Fusion,2,WristFlexion,0.703125,0.8618331053351573,0.7744314689612785,731
UCI_EMG_Data_for_Gestures,uci_subject_fold3,DeepFeatureFusion,LSTM-Transformer + Feature Fusion,3,WristExtension,0.8307086614173228,0.8508064516129032,0.8406374501992032,744
UCI_EMG_Data_for_Gestures,uci_subject_fold3,DeepFeatureFusion,LSTM-Transformer + Feature Fusion,4,RadialDeviation,0.8583815028901735,0.8114754098360656,0.8342696629213483,732
UCI_EMG_Data_for_Gestures,uci_subject_fold3,DeepFeatureFusion,LSTM-Transformer + Feature Fusion,5,UlnarDeviation,0.7659574468085106,0.6885245901639344,0.7251798561151079,732
