dataset_name,fold_id,model_name,model_display_name,epoch,train_loss,val_accuracy,val_balanced_accuracy,val_macro_precision,val_macro_recall,val_macro_f1
UCI_EMG_Data_for_Gestures,uci_subject_fold1,LSTMTransformer,LSTM-Transformer,16,0.047432070896732355,0.7751215559157212,0.775564370653422,0.7928080121542735,0.775564370653422,0.765982515215185
UCI_EMG_Data_for_Gestures,uci_subject_fold1,LSTMTransformer,LSTM-Transformer,17,0.07011082431055465,0.8128038897893031,0.8150509545114469,0.822063584336819,0.8150509545114469,0.8132703790406836
UCI_EMG_Data_for_Gestures,uci_subject_fold1,LSTMTransformer,LSTM-Transformer,18,0.051979158354817694,0.8213128038897893,0.8226584046543776,0.8266940523954222,0.8226584046543776,0.8206698672061221
UCI_EMG_Data_for_Gestures,uci_subject_fold1,LSTMTransformer,LSTM-Transformer,19,0.03366934588917021,0.7913290113452188,0.7922528961646083,0.7997314050843357,0.7922528961646083,0.7888326326880493
UCI_EMG_Data_for_Gestures,uci_subject_fold1,LSTMTransformer,LSTM-Transformer,20,0.05414662511913844,0.8180713128038898,0.81894008237002,0.8245936216221915,0.81894008237002,0.818007012777875
UCI_EMG_Data_for_Gestures,uci_subject_fold1,LSTMTransformer,LSTM-Transformer,21,0.051710187958307424,0.8180713128038898,0.8188140107842244,0.8195544132747016,0.8188140107842244,0.8157932157588359
UCI_EMG_Data_for_Gestures,uci_subject_fold1,LSTMTransformer,LSTM-Transformer,22,0.04165667233953498,0.8010534846029174,0.8005494668781884,0.8172246236651718,0.8005494668781884,0.7981315317061979
UCI_EMG_Data_for_Gestures,uci_subject_fold1,LSTMTransformer,LSTM-Transformer,23,0.03144766854227714,0.8253646677471637,0.82743912005219,0.8319197010570077,0.82743912005219,0.825970855420178
UCI_EMG_Data_for_Gestures,uci_subject_fold1,LSTMTransformer,LSTM-Transformer,24,0.031953661201767763,0.8229335494327391,0.8246767673627363,0.8299072248624717,0.8246767673627363,0.8225442632248029
UCI_EMG_Data_for_Gestures,uci_subject_fold1,LSTMTransformer,LSTM-Transformer,25,0.03281341564736136,0.8063209076175041,0.8066562994990413,0.8141844490720849,0.8066562994990413,0.8053211474193366
UCI_EMG_Data_for_Gestures,uci_subject_fold1,LSTMTransformer,LSTM-Transformer,26,0.0412672536693654,0.7945705024311183,0.7945695908924398,0.8041799157292827,0.7945695908924398,0.7903382670074878
UCI_EMG_Data_for_Gestures,uci_subject_fold1,LSTMTransformer,LSTM-Transformer,27,0.04306315197521504,0.8038897893030794,0.8053514507027989,0.8110529682023492,0.8053514507027989,0.7993004711752362
UCI_EMG_Data_for_Gestures,uci_subject_fold1,LSTMTransformer,LSTM-Transformer,28,0.016892085480064434,0.8217179902755267,0.8247571059463333,0.8291910534159118,0.8247571059463333,0.8220354086089391
UCI_EMG_Data_for_Gestures,uci_subject_fold1,LSTMTransformer,LSTM-Transformer,29,0.02509422220711438,0.8079416531604539,0.8080932487661089,0.8231861451412152,0.8080932487661089,0.8050837911388401
UCI_EMG_Data_for_Gestures,uci_subject_fold1,LSTMTransformer,LSTM-Transformer,30,0.027788804668300558,0.7929497568881686,0.7933311028653786,0.7969303329625955,0.7933311028653786,0.7916050579204968
UCI_EMG_Data_for_Gestures,uci_subject_fold1,LSTMTransformer,LSTM-Transformer,31,0.04484299710020423,0.8140194489465153,0.8141029025186355,0.8206111787306299,0.8141029025186355,0.8138723066197794
UCI_EMG_Data_for_Gestures,uci_subject_fold2,LSTMTransformer,LSTM-Transformer,1,0.6517372367517004,0.751257430269776,0.7492617183791733,0.7632387735554204,0.7492617183791733,0.7342638543123173
UCI_EMG_Data_for_Gestures,uci_subject_fold2,LSTMTransformer,LSTM-Transformer,2,0.3705839028335967,0.7645176040237769,0.7625913534792877,0.7615482219306707,0.7625913534792877,0.7605994091540822
UCI_EMG_Data_for_Gestures,uci_subject_fold2,LSTMTransformer,LSTM-Transformer,3,0.3166814612330131,0.7558299039780522,0.7542355374208,0.7850870974438863,0.7542355374208,0.7412491041537543
UCI_EMG_Data_for_Gestures,uci_subject_fold2,LSTMTransformer,LSTM-Transformer,4,0.2575653482158229,0.7704618198445359,0.7689564044574496,0.7813663878526276,0.7689564044574496,0.7613632151640278
UCI_EMG_Data_for_Gestures,uci_subject_fold2,LSTMTransformer,LSTM-Transformer,5,0.22785516350336796,0.7645176040237769,0.7635212087255137,0.7830942437821192,0.7635212087255137,0.7625597544348753
UCI_EMG_Data_for_Gestures,uci_subject_fold2,LSTMTransformer,LSTM-Transformer,6,0.18378332355674706,0.7681755829903978,0.7667411147086806,0.7719195217491798,0.7667411147086806,0.7658582706692486
UCI_EMG_Data_for_Gestures,uci_subject_fold2,LSTMTransformer,LSTM-Transformer,7,0.14870701322578034,0.7398262459990855,0.7386886437423739,0.7488985557608984,0.7386886437423739,0.7267429849007554
UCI_EMG_Data_for_Gestures,uci_subject_fold2,LSTMTransformer,LSTM-Transformer,8,0.11664485601040553,0.7562871513488797,0.7543549831201714,0.7647997224416212,0.7543549831201714,0.7495123378455327
UCI_EMG_Data_for_Gestures,uci_subject_fold2,LSTMTransformer,LSTM-Transformer,9,0.10531620983526392,0.7430269775948788,0.7411715458120933,0.7575635232482979,0.7411715458120933,0.7407214189284557
UCI_EMG_Data_for_Gestures,uci_subject_fold2,LSTMTransformer,LSTM-Transformer,10,0.11130043330057612,0.7325102880658436,0.7308642760040721,0.740378031984379,0.7308642760040721,0.7188962384869712
UCI_EMG_Data_for_Gestures,uci_subject_fold2,LSTMTransformer,LSTM-Transformer,11,0.1084473839486545,0.7059899405578418,0.7034441815152882,0.7387404266997993,0.7034441815152882,0.6770750037343367
UCI_EMG_Data_for_Gestures,uci_subject_fold2,LSTMTransformer,LSTM-Transformer,12,0.0779392078589156,0.766803840877915,0.7657054428432138,0.7746055158423152,0.7657054428432138,0.7616521435985578
UCI_EMG_Data_for_Gestures,uci_subject_fold2,LSTMTransformer,LSTM-Transformer,13,0.06993962149575071,0.7764060356652949,0.7754163432607709,0.7833561067561684,0.7754163432607709,0.776990767916976
UCI_EMG_Data_for_Gestures,uci_subject_fold2,LSTMTransformer,LSTM-Transformer,14,0.06354181635421964,0.7590306355738454,0.7570770858185935,0.778299562238189,0.7570770858185935,0.7518536339814524
UCI_EMG_Data_for_Gestures,uci_subject_fold2,LSTMTransformer,LSTM-Transformer,15,0.074352955129349,0.7453132144490169,0.743326942989701,0.7587533664400232,0.743326942989701,0.7374732219826413
UCI_EMG_Data_for_Gestures,uci_subject_fold2,LSTMTransformer,LSTM-Transformer,16,0.06134800377460021,0.7690900777320531,0.7676575907362096,0.7744138303418572,0.7676575907362096,0.7677375751674358
UCI_EMG_Data_for_Gestures,uci_subject_fold2,LSTMTransformer,LSTM-Transformer,17,0.044364437900202454,0.7411979881115683,0.7399388876639335,0.7450200421164433,0.7399388876639335,0.7340678146147571
UCI_EMG_Data_for_Gestures,uci_subject_fold2,LSTMTransformer,LSTM-Transformer,18,0.041466690362694694,0.766803840877915,0.765477342467315,0.7688709811847091,0.765477342467315,0.7607720595201254
UCI_EMG_Data_for_Gestures,uci_subject_fold2,LSTMTransformer,LSTM-Transformer,19,0.03622627405028017,0.7434842249657064,0.7425914166425663,0.7487344744545327,0.7425914166425663,0.7370029481578748
UCI_EMG_Data_for_Gestures,uci_subject_fold2,LSTMTransformer,LSTM-Transformer,20,0.03898208976705682,0.7718335619570188,0.7708655684795612,0.7765930824660278,0.7708655684795612,0.7697486387723411
UCI_EMG_Data_for_Gestures,uci_subject_fold2,LSTMTransformer,LSTM-Transformer,21,0.03675647164290806,0.7402834933699132,0.7385599770382237,0.7632602549497022,0.7385599770382237,0.7406148020100657
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,1,0.6601469649800232,0.727810650887574,0.7265468712675801,0.7477226484168887,0.7265468712675801,0.7153414467564162
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,2,0.3639174396438258,0.7637687756030951,0.7621189926528184,0.8055974865251624,0.7621189926528184,0.7546613266653859
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,3,0.296873220375606,0.7405553026854802,0.7402553130436429,0.7569287520383724,0.7402553130436429,0.7330306546022829
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,4,0.2375235174383436,0.7451069640418753,0.7438326787993047,0.7843359777291331,0.7438326787993047,0.7363389440412483
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,5,0.22343620032604253,0.7401001365498406,0.7387171870833406,0.7930478341578752,0.7387171870833406,0.725650447426914
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,6,0.14934143091418914,0.7405553026854802,0.7393463554791401,0.7816957858331156,0.7393463554791401,0.7255646423147204
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,7,0.1510917093338711,0.7405553026854802,0.7392362165343475,0.7815280197044036,0.7392362165343475,0.7282582868120778
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,8,0.12985825269216938,0.7701411015020483,0.7693735567231562,0.7915946921158753,0.7693735567231562,0.7649495111240898
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,9,0.14134519091541214,0.7255348202093764,0.72500659099689,0.7773521713374986,0.72500659099689,0.713242713806987
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,10,0.10848156286270491,0.6686390532544378,0.668164391045349,0.7190599785666908,0.668164391045349,0.6486261826504045
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,11,0.09054773799808961,0.760127446517979,0.758749763851765,0.7913004028608152,0.758749763851765,0.7515197474360996
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,12,0.08667604299262166,0.779699590350478,0.7789690017056632,0.8032646664745071,0.7789690017056632,0.7772861057260975
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,13,0.05322402778879872,0.7082385070550751,0.7078614347670036,0.7417390897246987,0.7078614347670036,0.6912113715019887
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,14,0.07416553662291595,0.7551206190259445,0.7537959578650718,0.7808627863258218,0.7537959578650718,0.7452381979248047
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,15,0.06526941806077957,0.7441966317705963,0.7435461652021785,0.7751371170496895,0.7435461652021785,0.7374874480146337
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,16,0.07666717903755073,0.6986800182066454,0.6969507939597306,0.7934109067384935,0.6969507939597306,0.6888521714609066
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,17,0.054064166183317344,0.7223486572598998,0.7225234744896306,0.7517134846556485,0.7225234744896306,0.7177469506002665
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,18,0.03910622848863048,0.7391898042785616,0.7387073224265528,0.7617176467415249,0.7387073224265528,0.7330455823124372
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,19,0.03565299278125167,0.7464724624487938,0.7457188556488273,0.7795248168856205,0.7457188556488273,0.7371462980589484
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,20,0.02945662712279175,0.7865270823850705,0.7854762904191702,0.8105365664013336,0.7854762904191702,0.7801476398132086
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,21,0.03549049512366764,0.705507510241238,0.705068234137129,0.726048556356287,0.705068234137129,0.6884790094970809
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,22,0.04506397243988301,0.780609922621757,0.7804703211735582,0.7987859686398825,0.7804703211735582,0.7777574790632187
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,23,0.02965184361008661,0.7655894401456531,0.7645499427039179,0.8007342256100132,0.7645499427039179,0.7593906630561736
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,24,0.03547220798126156,0.7542102867546655,0.7537876410437191,0.7915285203460899,0.7537876410437191,0.749694733118798
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,25,0.04730445212252172,0.7551206190259445,0.7543247897703074,0.8022246971663494,0.7543247897703074,0.7481800769818628
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,26,0.03933137834246736,0.7532999544833865,0.7522907118976957,0.7843669259990081,0.7522907118976957,0.7489491209709126
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,27,0.03367714434612675,0.7460172963131543,0.7455765250261681,0.7796320209079539,0.7455765250261681,0.7406083496028363
UCI_EMG_Data_for_Gestures,uci_subject_fold3,LSTMTransformer,LSTM-Transformer,28,0.044126871129265055,0.7537551206190259,0.7527793573261384,0.7823430677596847,0.7527793573261384,0.7508609009282449
