selection_stage,subject_id,fold_id,fold_index,candidate_id,window_config_id,window_length_sec,window_length,step_samples,trim_config_id,trim_start_fraction,trim_end_fraction,modality,channel_count,model_type,feature_dim,train_window_count,validation_window_count,fit_eval_seconds,status,val_window_accuracy,val_window_balanced_accuracy,val_window_macro_precision,val_window_macro_recall,val_window_macro_f1,val_segment_accuracy,val_segment_balanced_accuracy,val_segment_macro_precision,val_segment_macro_recall,val_segment_macro_f1
feature_screen_with_shrinkage_lda,1,S01_personal_fold03,3,win0p25s_50ov__full_segment__EMG_IMU__ShrinkageLDA,win0p25s_50ov,0.25,315,157,full_segment,0.0,0.0,EMG_IMU,42,ShrinkageLDA,1386,6065,480,16.225806500000544,success,0.7875,0.7875,0.8952397067117879,0.7875,0.7265795812803875,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold04,4,win0p25s_50ov__full_segment__EMG_IMU__ShrinkageLDA,win0p25s_50ov,0.25,315,157,full_segment,0.0,0.0,EMG_IMU,42,ShrinkageLDA,1386,6065,480,16.051316799999768,success,0.8166666666666667,0.8166666666666667,0.9028561771167822,0.8166666666666667,0.7673673699413295,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold05,5,win0p25s_50ov__full_segment__EMG_IMU__ShrinkageLDA,win0p25s_50ov,0.25,315,157,full_segment,0.0,0.0,EMG_IMU,42,ShrinkageLDA,1386,6065,480,16.534347799999523,success,0.80625,0.80625,0.8409960983305972,0.80625,0.7854714638977207,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold06,6,win0p25s_50ov__full_segment__EMG_IMU__ShrinkageLDA,win0p25s_50ov,0.25,315,157,full_segment,0.0,0.0,EMG_IMU,42,ShrinkageLDA,1386,6065,480,16.326443300000392,success,0.9145833333333333,0.9145833333333332,0.9361126029359111,0.9145833333333332,0.910476675026018,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,1,S01_personal_fold07,7,win0p25s_50ov__full_segment__EMG_IMU__ShrinkageLDA,win0p25s_50ov,0.25,315,157,full_segment,0.0,0.0,EMG_IMU,42,ShrinkageLDA,1386,2880,3665,9.025881600000503,success,0.6111869031377899,0.6181548331081365,0.6880451675819625,0.6181548331081365,0.6122698758105306,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold08,8,win0p25s_50ov__full_segment__EMG_IMU__ShrinkageLDA,win0p25s_50ov,0.25,315,157,full_segment,0.0,0.0,EMG_IMU,42,ShrinkageLDA,1386,2880,480,8.71500019999985,success,0.8770833333333333,0.8770833333333332,0.9221211508658446,0.8770833333333332,0.865007008157912,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold01,1,win0p25s_50ov__trim10_each_end__EMG__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG,6,ShrinkageLDA,198,4858,385,0.2592074000003777,success,0.8467532467532467,0.8467532467532468,0.8518859618104667,0.8467532467532468,0.8444432347218239,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,1,S01_personal_fold02,2,win0p25s_50ov__trim10_each_end__EMG__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG,6,ShrinkageLDA,198,4858,385,0.2640943000005791,success,0.8181818181818182,0.8181818181818181,0.8396984063517451,0.8181818181818181,0.8044456022061027,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold03,3,win0p25s_50ov__trim10_each_end__EMG__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG,6,ShrinkageLDA,198,4858,385,0.21698520000063581,success,0.7298701298701299,0.7298701298701299,0.6790168539325843,0.7298701298701299,0.6744429726351646,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold04,4,win0p25s_50ov__trim10_each_end__EMG__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG,6,ShrinkageLDA,198,4858,385,0.2187990999991598,success,0.8571428571428571,0.8571428571428571,0.8867827868852458,0.8571428571428571,0.8438061868977919,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold05,5,win0p25s_50ov__trim10_each_end__EMG__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG,6,ShrinkageLDA,198,4858,385,0.24141159999999218,success,0.7922077922077922,0.7922077922077922,0.8036271748135875,0.7922077922077922,0.7655966730575082,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold06,6,win0p25s_50ov__trim10_each_end__EMG__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG,6,ShrinkageLDA,198,4858,385,0.23198149999916495,success,0.961038961038961,0.961038961038961,0.9613255977496484,0.961038961038961,0.9608779527515902,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,1,S01_personal_fold07,7,win0p25s_50ov__trim10_each_end__EMG__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG,6,ShrinkageLDA,198,2310,2933,0.12775479999982053,success,0.625980225025571,0.6352219464443931,0.7697710211398539,0.6352219464443931,0.6221994139147944,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold08,8,win0p25s_50ov__trim10_each_end__EMG__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG,6,ShrinkageLDA,198,2310,385,0.14254190000065137,success,0.9688311688311688,0.9688311688311689,0.9687820512820513,0.9688311688311689,0.968510017471452,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,1,S01_personal_fold01,1,win0p25s_50ov__trim10_each_end__EMG_ACC__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG_ACC,24,ShrinkageLDA,792,4858,385,3.4521215000004304,success,0.8805194805194805,0.8805194805194805,0.8886647909342992,0.8805194805194805,0.8790533830219364,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,1,S01_personal_fold02,2,win0p25s_50ov__trim10_each_end__EMG_ACC__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG_ACC,24,ShrinkageLDA,792,4858,385,3.3313270999988163,success,0.7584415584415585,0.7584415584415585,0.7824080526519551,0.7584415584415585,0.75450995605571,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold03,3,win0p25s_50ov__trim10_each_end__EMG_ACC__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG_ACC,24,ShrinkageLDA,792,4858,385,3.5366622999990796,success,0.7688311688311689,0.7688311688311689,0.6927710843373494,0.7688311688311689,0.7098475627427114,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold04,4,win0p25s_50ov__trim10_each_end__EMG_ACC__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG_ACC,24,ShrinkageLDA,792,4858,385,3.3432571000012103,success,0.8363636363636363,0.8363636363636363,0.8868310270509798,0.8363636363636363,0.8098273709422618,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold05,5,win0p25s_50ov__trim10_each_end__EMG_ACC__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG_ACC,24,ShrinkageLDA,792,4858,385,3.196637600000031,success,0.8285714285714286,0.8285714285714286,0.851087162034411,0.8285714285714286,0.8184084078882414,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold06,6,win0p25s_50ov__trim10_each_end__EMG_ACC__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG_ACC,24,ShrinkageLDA,792,4858,385,3.143580199999633,success,0.922077922077922,0.922077922077922,0.9403820529903142,0.922077922077922,0.9198532000829462,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,1,S01_personal_fold07,7,win0p25s_50ov__trim10_each_end__EMG_ACC__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG_ACC,24,ShrinkageLDA,792,2310,2933,1.902600600000369,success,0.6055233549266962,0.6142570087543566,0.7461677527816845,0.6142570087543566,0.6028464484804033,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold08,8,win0p25s_50ov__trim10_each_end__EMG_ACC__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG_ACC,24,ShrinkageLDA,792,2310,385,1.7981309999995574,success,0.8675324675324675,0.8675324675324676,0.9159044507962435,0.8675324675324676,0.8533562954458477,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold01,1,win0p25s_50ov__trim10_each_end__EMG_IMU__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG_IMU,42,ShrinkageLDA,1386,4858,385,13.674243600000409,success,0.8935064935064935,0.8935064935064935,0.9020701754385965,0.8935064935064935,0.8926010872492013,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,1,S01_personal_fold02,2,win0p25s_50ov__trim10_each_end__EMG_IMU__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG_IMU,42,ShrinkageLDA,1386,4858,385,13.375172900001417,success,0.7454545454545455,0.7454545454545455,0.7784376825019634,0.7454545454545455,0.7447514595299951,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold03,3,win0p25s_50ov__trim10_each_end__EMG_IMU__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG_IMU,42,ShrinkageLDA,1386,4858,385,13.310998000000836,success,0.7714285714285715,0.7714285714285715,0.6909173643975246,0.7714285714285715,0.7111341632088519,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold04,4,win0p25s_50ov__trim10_each_end__EMG_IMU__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG_IMU,42,ShrinkageLDA,1386,4858,385,13.437542899999244,success,0.825974025974026,0.8259740259740258,0.9044781509570242,0.8259740259740258,0.7875224628074827,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold05,5,win0p25s_50ov__trim10_each_end__EMG_IMU__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG_IMU,42,ShrinkageLDA,1386,4858,385,12.712031900000511,success,0.8051948051948052,0.8051948051948052,0.817459309785912,0.8051948051948052,0.7864563408260864,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold06,6,win0p25s_50ov__trim10_each_end__EMG_IMU__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG_IMU,42,ShrinkageLDA,1386,4858,385,13.525753899999472,success,0.9428571428571428,0.9428571428571428,0.9536995954586975,0.9428571428571428,0.9427136455587399,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,1,S01_personal_fold07,7,win0p25s_50ov__trim10_each_end__EMG_IMU__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG_IMU,42,ShrinkageLDA,1386,2310,2933,7.8947547000007035,success,0.6055233549266962,0.6127065097345273,0.6845119633512662,0.6127065097345273,0.6027832453137675,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold08,8,win0p25s_50ov__trim10_each_end__EMG_IMU__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG_IMU,42,ShrinkageLDA,1386,2310,385,7.466220799999064,success,0.8675324675324675,0.8675324675324674,0.918070818070818,0.8675324675324674,0.8523095258467894,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold01,1,win0p25s_50ov__trim20_each_end__EMG__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG,6,ShrinkageLDA,198,3623,285,0.19984939999994822,success,0.8736842105263158,0.8736842105263157,0.8808328087511266,0.8736842105263157,0.8714740362578002,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,1,S01_personal_fold02,2,win0p25s_50ov__trim20_each_end__EMG__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG,6,ShrinkageLDA,198,3623,285,0.1610171000011178,success,0.8350877192982457,0.8350877192982455,0.8520352605652061,0.8350877192982455,0.82623034793705,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold03,3,win0p25s_50ov__trim20_each_end__EMG__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG,6,ShrinkageLDA,198,3623,285,0.15758899999855203,success,0.6947368421052632,0.6947368421052632,0.6708510638297872,0.6947368421052632,0.6385947385947386,0.6,0.6,0.4666666666666666,0.6,0.5
feature_screen_with_shrinkage_lda,1,S01_personal_fold04,4,win0p25s_50ov__trim20_each_end__EMG__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG,6,ShrinkageLDA,198,3623,285,0.18535120000160532,success,0.8631578947368421,0.8631578947368421,0.9013833992094862,0.8631578947368421,0.8489168294962195,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold05,5,win0p25s_50ov__trim20_each_end__EMG__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG,6,ShrinkageLDA,198,3623,285,0.18057329999828653,success,0.8210526315789474,0.8210526315789473,0.885793923058074,0.8210526315789473,0.7898196669405587,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold06,6,win0p25s_50ov__trim20_each_end__EMG__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG,6,ShrinkageLDA,198,3623,285,0.20569909999903757,success,0.9719298245614035,0.9719298245614034,0.9741727199354319,0.9719298245614034,0.9716977004839735,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,1,S01_personal_fold07,7,win0p25s_50ov__trim20_each_end__EMG__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG,6,ShrinkageLDA,198,1710,2198,0.10576340000079654,success,0.6587807097361238,0.6671594326808846,0.7906901450319073,0.6671594326808846,0.6609145298080215,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold08,8,win0p25s_50ov__trim20_each_end__EMG__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG,6,ShrinkageLDA,198,1710,285,0.10570879999977478,success,0.9614035087719298,0.9614035087719298,0.9611958817016516,0.9614035087719298,0.9609157585358957,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,1,S01_personal_fold01,1,win0p25s_50ov__trim20_each_end__EMG_ACC__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_ACC,24,ShrinkageLDA,792,3623,285,2.6012391000003845,success,0.9333333333333333,0.9333333333333332,0.9367417600906789,0.9333333333333332,0.9326359920143515,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,1,S01_personal_fold02,2,win0p25s_50ov__trim20_each_end__EMG_ACC__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_ACC,24,ShrinkageLDA,792,3623,285,2.639988999999332,success,0.7719298245614035,0.7719298245614035,0.8039462866538777,0.7719298245614035,0.7749510763209393,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold03,3,win0p25s_50ov__trim20_each_end__EMG_ACC__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_ACC,24,ShrinkageLDA,792,3623,285,2.6203146999996534,success,0.7508771929824561,0.7508771929824561,0.6890625,0.7508771929824561,0.6952432432432432,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold04,4,win0p25s_50ov__trim20_each_end__EMG_ACC__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_ACC,24,ShrinkageLDA,792,3623,285,2.57678339999984,success,0.8421052631578947,0.8421052631578947,0.9117647058823529,0.8421052631578947,0.8129614438063987,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold05,5,win0p25s_50ov__trim20_each_end__EMG_ACC__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_ACC,24,ShrinkageLDA,792,3623,285,2.5890213000002404,success,0.8140350877192982,0.8140350877192983,0.8664108061749571,0.8140350877192983,0.7928562090718575,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold06,6,win0p25s_50ov__trim20_each_end__EMG_ACC__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_ACC,24,ShrinkageLDA,792,3623,285,2.6462951000012254,success,0.9508771929824561,0.9508771929824562,0.9605633802816902,0.9508771929824562,0.9501249999999999,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,1,S01_personal_fold07,7,win0p25s_50ov__trim20_each_end__EMG_ACC__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_ACC,24,ShrinkageLDA,792,1710,2198,1.4592862000008608,success,0.6155595996360328,0.6231295715400683,0.7425979117899282,0.6231295715400683,0.6155206433053093,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold08,8,win0p25s_50ov__trim20_each_end__EMG_ACC__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_ACC,24,ShrinkageLDA,792,1710,285,1.482563300000038,success,0.856140350877193,0.856140350877193,0.9052330428192498,0.856140350877193,0.8390786103829582,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold01,1,win0p25s_50ov__trim20_each_end__EMG_IMU__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_IMU,42,ShrinkageLDA,1386,3623,285,10.57576440000048,success,0.9298245614035088,0.9298245614035088,0.9338915470494417,0.9298245614035088,0.929707194816309,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,1,S01_personal_fold02,2,win0p25s_50ov__trim20_each_end__EMG_IMU__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_IMU,42,ShrinkageLDA,1386,3623,285,10.483872700000575,success,0.7929824561403509,0.7929824561403509,0.8267895545314901,0.7929824561403509,0.7929855072463767,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,1,S01_personal_fold03,3,win0p25s_50ov__trim20_each_end__EMG_IMU__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_IMU,42,ShrinkageLDA,1386,3623,285,10.408469899999545,success,0.7614035087719299,0.7614035087719297,0.6912,0.7614035087719297,0.7039155019737544,0.8,0.8,0.7,0.8,0.7333333333333333
