subject_id,fold_id,fold_index,selected_candidate_id,window_config_id,window_length_sec,window_length,step_samples,trim_config_id,trim_start_fraction,trim_end_fraction,modality,channel_count,model_type,feature_dim,validation_selected_segment_macro_f1,train_segment_count,validation_segment_count,test_segment_count,final_fit_scope,final_fit_seconds,test_window_accuracy,test_window_balanced_accuracy,test_window_macro_precision,test_window_macro_recall,test_window_macro_f1,test_segment_accuracy,test_segment_balanced_accuracy,test_segment_macro_precision,test_segment_macro_recall,test_segment_macro_f1
2,S02_personal_fold03,3,win1p0s_50ov__trim20_each_end__EMG_IMU__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,trim20_each_end,0.2,0.2,EMG_IMU,42,ShrinkageLDA,1386,1.0,30,5,5,train_plus_validation_after_config_selection,5.631860399998914,0.9571428571428572,0.9571428571428571,0.9616666666666667,0.9571428571428571,0.9557701149425288,1.0,1.0,1.0,1.0,1.0
2,S02_personal_fold04,4,win1p0s_50ov__full_segment__EMG__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,full_segment,0.0,0.0,EMG,6,ShrinkageLDA,198,1.0,30,5,5,train_plus_validation_after_config_selection,0.10589600000093924,0.8869565217391304,0.8869565217391304,0.9277777777777778,0.8869565217391304,0.8864231594621821,1.0,1.0,1.0,1.0,1.0
2,S02_personal_fold05,5,win1p0s_50ov__trim10_each_end__EMG__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,trim10_each_end,0.1,0.1,EMG,6,ShrinkageLDA,198,1.0,30,5,5,train_plus_validation_after_config_selection,0.08010399999875517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,S02_personal_fold06,6,win0p5s_50ov__trim20_each_end__EMG__ShrinkageLDA,win0p5s_50ov,0.5,630,315,trim20_each_end,0.2,0.2,EMG,6,ShrinkageLDA,198,1.0,30,5,5,train_plus_validation_after_config_selection,0.13721670000086306,0.9642857142857143,0.9642857142857142,0.9696969696969697,0.9642857142857142,0.9639987142397942,1.0,1.0,1.0,1.0,1.0
2,S02_personal_fold07,7,win0p5s_50ov__trim10_each_end__EMG_ACC__ShrinkageLDA,win0p5s_50ov,0.5,630,315,trim10_each_end,0.1,0.1,EMG_ACC,24,ShrinkageLDA,792,1.0,30,5,5,train_plus_validation_after_config_selection,2.459038300001339,0.9736842105263158,0.9736842105263157,0.9751094434021264,0.9736842105263157,0.9735017443878202,1.0,1.0,1.0,1.0,1.0
2,S02_personal_fold08,8,win1p0s_50ov__trim10_each_end__EMG_ACC__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,trim10_each_end,0.1,0.1,EMG_ACC,24,ShrinkageLDA,792,1.0,30,5,5,train_plus_validation_after_config_selection,1.0835465000000113,0.7105575326215896,0.6817457505407285,0.7313786061952806,0.6817457505407285,0.6509113428803033,0.8,0.8,0.7,0.8,0.7333333333333333
3,S03_personal_fold01,1,win1p0s_50ov__trim20_each_end__EMG__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,trim20_each_end,0.2,0.2,EMG,6,ShrinkageLDA,198,1.0,30,5,5,train_plus_validation_after_config_selection,0.0709231999990152,0.9571428571428572,0.9571428571428571,0.9579487179487179,0.9571428571428571,0.957088122605364,1.0,1.0,1.0,1.0,1.0
3,S03_personal_fold02,2,win1p0s_50ov__trim10_each_end__EMG_IMU__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,trim10_each_end,0.1,0.1,EMG_IMU,42,ShrinkageLDA,1386,1.0,30,5,5,train_plus_validation_after_config_selection,5.973793199998909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,S03_personal_fold03,3,win1p0s_50ov__trim20_each_end__EMG__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,trim20_each_end,0.2,0.2,EMG,6,ShrinkageLDA,198,1.0,30,5,5,train_plus_validation_after_config_selection,0.0602736000000732,0.9857142857142858,0.9857142857142858,0.9866666666666667,0.9857142857142858,0.9856960408684546,1.0,1.0,1.0,1.0,1.0
3,S03_personal_fold04,4,win1p0s_50ov__full_segment__EMG__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,full_segment,0.0,0.0,EMG,6,ShrinkageLDA,198,1.0,30,5,5,train_plus_validation_after_config_selection,0.108423199999379,0.991304347826087,0.9913043478260869,0.9916666666666668,0.9913043478260869,0.9913002364066195,1.0,1.0,1.0,1.0,1.0
3,S03_personal_fold05,5,win1p0s_50ov__trim20_each_end__EMG__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,trim20_each_end,0.2,0.2,EMG,6,ShrinkageLDA,198,1.0,30,5,5,train_plus_validation_after_config_selection,0.07596029999876919,0.9714285714285714,0.9714285714285715,0.975,0.9714285714285715,0.9712820512820514,1.0,1.0,1.0,1.0,1.0
3,S03_personal_fold06,6,win1p0s_50ov__trim20_each_end__EMG__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,trim20_each_end,0.2,0.2,EMG,6,ShrinkageLDA,198,1.0,30,5,5,train_plus_validation_after_config_selection,0.07712700000047334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,S03_personal_fold07,7,win0p25s_50ov__full_segment__EMG__LogisticRegression,win0p25s_50ov,0.25,315,157,full_segment,0.0,0.0,EMG,6,LogisticRegression,198,1.0,30,5,5,train_plus_validation_after_config_selection,1.816668399998889,0.9625,0.9625,0.9628069355912295,0.9625,0.9620590364020961,1.0,1.0,1.0,1.0,1.0
3,S03_personal_fold08,8,win1p0s_50ov__trim20_each_end__EMG__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,trim20_each_end,0.2,0.2,EMG,6,ShrinkageLDA,198,1.0,30,5,5,train_plus_validation_after_config_selection,0.047275599999920814,0.6203522504892368,0.6648768513100206,0.7600096130737803,0.6648768513100206,0.6621661544418831,0.8,0.8,0.7,0.8,0.7333333333333333
4,S04_personal_fold01,1,win1p0s_50ov__trim20_each_end__EMG__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,trim20_each_end,0.2,0.2,EMG,6,ShrinkageLDA,198,1.0,30,5,5,train_plus_validation_after_config_selection,0.056319600000279024,0.9,0.9,0.9333333333333332,0.9,0.8933333333333333,0.8,0.8,0.7,0.8,0.7333333333333333
4,S04_personal_fold02,2,win1p0s_50ov__full_segment__EMG_ACC__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,full_segment,0.0,0.0,EMG_ACC,24,ShrinkageLDA,792,0.7333333333333333,30,5,5,train_plus_validation_after_config_selection,1.5782046999993327,0.9565217391304348,0.9565217391304348,0.9642857142857142,0.9565217391304348,0.9560019129603059,1.0,1.0,1.0,1.0,1.0
4,S04_personal_fold03,3,win0p25s_50ov__full_segment__EMG__RandomForest,win0p25s_50ov,0.25,315,157,full_segment,0.0,0.0,EMG,6,RandomForest,198,0.7333333333333333,30,5,5,train_plus_validation_after_config_selection,3.8343469999999797,0.7145833333333333,0.7145833333333333,0.6459387917724986,0.7145833333333333,0.660567585255935,0.8,0.8,0.7,0.8,0.7333333333333333
4,S04_personal_fold04,4,win0p5s_50ov__trim20_each_end__EMG_IMU__ShrinkageLDA,win0p5s_50ov,0.5,630,315,trim20_each_end,0.2,0.2,EMG_IMU,42,ShrinkageLDA,1386,1.0,30,5,5,train_plus_validation_after_config_selection,7.435415699997975,0.8,0.8,0.7,0.8,0.7333333333333333,0.8,0.8,0.7,0.8,0.7333333333333333
4,S04_personal_fold05,5,win1p0s_50ov__full_segment__EMG__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,full_segment,0.0,0.0,EMG,6,ShrinkageLDA,198,1.0,30,5,5,train_plus_validation_after_config_selection,0.106903500000044,0.9565217391304348,0.9565217391304348,0.9568181818181818,0.9565217391304348,0.956501182033097,1.0,1.0,1.0,1.0,1.0
4,S04_personal_fold06,6,win1p0s_50ov__trim10_each_end__EMG_IMU__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,trim10_each_end,0.1,0.1,EMG_IMU,42,ShrinkageLDA,1386,1.0,30,5,5,train_plus_validation_after_config_selection,5.894206299999496,0.9157894736842105,0.9157894736842106,0.9407407407407409,0.9157894736842106,0.9118840579710146,1.0,1.0,1.0,1.0,1.0
4,S04_personal_fold07,7,win0p25s_50ov__trim10_each_end__EMG__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG,6,ShrinkageLDA,198,1.0,30,5,5,train_plus_validation_after_config_selection,0.3171397000005527,0.9194805194805195,0.9194805194805195,0.9386587475377709,0.9194805194805195,0.9179334943726705,1.0,1.0,1.0,1.0,1.0
4,S04_personal_fold08,8,win1p0s_50ov__trim20_each_end__EMG_ACC__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,trim20_each_end,0.2,0.2,EMG_ACC,24,ShrinkageLDA,792,1.0,30,5,5,train_plus_validation_after_config_selection,0.8385555999993812,0.7724358974358975,0.7456713145651129,0.7572894118483443,0.7456713145651129,0.7428506995165568,1.0,1.0,1.0,1.0,1.0
5,S05_personal_fold01,1,win0p25s_50ov__trim20_each_end__EMG_ACC__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_ACC,24,ShrinkageLDA,792,1.0,30,5,5,train_plus_validation_after_config_selection,2.8374832999979844,0.9824561403508771,0.9824561403508772,0.9831815421979357,0.9824561403508772,0.9824414184696171,1.0,1.0,1.0,1.0,1.0
5,S05_personal_fold02,2,win0p5s_50ov__trim10_each_end__EMG_IMU__ShrinkageLDA,win0p5s_50ov,0.5,630,315,trim10_each_end,0.1,0.1,EMG_IMU,42,ShrinkageLDA,1386,1.0,30,5,5,train_plus_validation_after_config_selection,8.538264700000582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,S05_personal_fold03,3,win0p25s_50ov__trim10_each_end__EMG__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG,6,ShrinkageLDA,198,1.0,30,5,5,train_plus_validation_after_config_selection,0.2263094000009005,0.987012987012987,0.9870129870129871,0.9874367088607595,0.9870129870129871,0.9870091525037987,1.0,1.0,1.0,1.0,1.0
5,S05_personal_fold04,4,win0p25s_50ov__trim20_each_end__EMG_ACC__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_ACC,24,ShrinkageLDA,792,1.0,30,5,5,train_plus_validation_after_config_selection,2.8265108999985387,0.9964912280701754,0.9964912280701753,0.9965517241379309,0.9964912280701753,0.9964909580607927,1.0,1.0,1.0,1.0,1.0
5,S05_personal_fold05,5,win1p0s_50ov__trim20_each_end__EMG__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,trim20_each_end,0.2,0.2,EMG,6,ShrinkageLDA,198,1.0,30,5,5,train_plus_validation_after_config_selection,0.059048300001450116,0.9142857142857143,0.9142857142857143,0.9400000000000001,0.9142857142857143,0.9101604278074866,1.0,1.0,1.0,1.0,1.0
5,S05_personal_fold06,6,win1p0s_50ov__trim20_each_end__EMG_IMU__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,trim20_each_end,0.2,0.2,EMG_IMU,42,ShrinkageLDA,1386,1.0,30,5,5,train_plus_validation_after_config_selection,4.708172700000432,0.9714285714285714,0.9714285714285715,0.975,0.9714285714285715,0.9712820512820514,1.0,1.0,1.0,1.0,1.0
5,S05_personal_fold07,7,win1p0s_50ov__trim10_each_end__EMG__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,trim10_each_end,0.1,0.1,EMG,6,ShrinkageLDA,198,1.0,30,5,5,train_plus_validation_after_config_selection,0.07905609999943408,0.968421052631579,0.968421052631579,0.9709523809523809,0.968421052631579,0.9677289377289376,1.0,1.0,1.0,1.0,1.0
5,S05_personal_fold08,8,win1p0s_50ov__trim20_each_end__EMG__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,trim20_each_end,0.2,0.2,EMG,6,ShrinkageLDA,198,1.0,30,5,5,train_plus_validation_after_config_selection,0.03763729999991483,0.9221183800623053,0.9106100412996965,0.9264367728206716,0.9106100412996965,0.9161033616358694,1.0,1.0,1.0,1.0,1.0
6,S06_personal_fold01,1,win1p0s_50ov__full_segment__EMG_IMU__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,full_segment,0.0,0.0,EMG_IMU,42,ShrinkageLDA,1386,0.7333333333333333,30,5,5,train_plus_validation_after_config_selection,6.166788700000325,0.8173913043478261,0.8173913043478261,0.9045454545454545,0.8173913043478261,0.7693134328358209,0.8,0.8,0.7,0.8,0.7333333333333333
6,S06_personal_fold02,2,win0p25s_50ov__full_segment__EMG__ShrinkageLDA,win0p25s_50ov,0.25,315,157,full_segment,0.0,0.0,EMG,6,ShrinkageLDA,198,1.0,30,5,5,train_plus_validation_after_config_selection,0.3158346000018355,0.7291666666666666,0.7291666666666667,0.7082035306334372,0.7291666666666667,0.6873044063916603,0.8,0.8,0.7,0.8,0.7333333333333333
6,S06_personal_fold03,3,win1p0s_50ov__trim10_each_end__EMG__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,trim10_each_end,0.1,0.1,EMG,6,ShrinkageLDA,198,0.7333333333333333,30,5,5,train_plus_validation_after_config_selection,0.07141889999911655,0.7263157894736842,0.7263157894736842,0.7555555555555555,0.7263157894736842,0.7145873481357352,0.8,0.8,0.7,0.8,0.7333333333333333
6,S06_personal_fold04,4,win1p0s_50ov__full_segment__EMG_IMU__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,full_segment,0.0,0.0,EMG_IMU,42,ShrinkageLDA,1386,1.0,30,5,5,train_plus_validation_after_config_selection,6.040326700000151,0.5775862068965517,0.5826086956521739,0.4638888888888889,0.5826086956521739,0.4877511961722488,0.6,0.6,0.4666666666666667,0.6,0.5
6,S06_personal_fold05,5,win0p5s_50ov__trim20_each_end__EMG_IMU__ShrinkageLDA,win0p5s_50ov,0.5,630,315,trim20_each_end,0.2,0.2,EMG_IMU,42,ShrinkageLDA,1386,0.7333333333333333,30,5,5,train_plus_validation_after_config_selection,6.9253025999969395,0.8928571428571429,0.8928571428571429,0.9000420168067226,0.8928571428571429,0.8850793650793651,1.0,1.0,1.0,1.0,1.0
6,S06_personal_fold06,6,win0p5s_50ov__trim20_each_end__EMG__RandomForest,win0p5s_50ov,0.5,630,315,trim20_each_end,0.2,0.2,EMG,6,RandomForest,198,1.0,30,5,5,train_plus_validation_after_config_selection,1.0413098000026366,0.8142857142857143,0.8142857142857143,0.9037037037037038,0.8142857142857143,0.7632520325203253,0.8,0.8,0.7,0.8,0.7333333333333333
6,S06_personal_fold07,7,win0p25s_50ov__trim20_each_end__EMG_ACC__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_ACC,24,ShrinkageLDA,792,0.7333333333333333,30,5,5,train_plus_validation_after_config_selection,2.8482359999979963,0.9824561403508771,0.9824561403508772,0.9832183908045977,0.9824561403508772,0.9824411337454816,1.0,1.0,1.0,1.0,1.0
6,S06_personal_fold08,8,win1p0s_50ov__full_segment__EMG_IMU__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,full_segment,0.0,0.0,EMG_IMU,42,ShrinkageLDA,1386,1.0,30,5,5,train_plus_validation_after_config_selection,4.2015055999982,0.684870188003581,0.6124772244154266,0.6636049897027964,0.6124772244154266,0.5887973987127105,0.6,0.6,0.4666666666666666,0.6,0.5
7,S07_personal_fold01,1,win0p5s_50ov__trim20_each_end__EMG_ACC__RBF-SVM,win0p5s_50ov,0.5,630,315,trim20_each_end,0.2,0.2,EMG_ACC,24,RBF-SVM,792,1.0,30,5,5,train_plus_validation_after_config_selection,8.851675300000352,0.8928571428571429,0.8928571428571429,0.9014449917898194,0.8928571428571429,0.8902490901583461,1.0,1.0,1.0,1.0,1.0
7,S07_personal_fold02,2,win1p0s_50ov__full_segment__EMG_IMU__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,full_segment,0.0,0.0,EMG_IMU,42,ShrinkageLDA,1386,1.0,30,5,5,train_plus_validation_after_config_selection,6.3601158000019495,0.8695652173913043,0.8695652173913043,0.9210526315789472,0.8695652173913043,0.8540454785827605,0.8,0.8,0.7,0.8,0.7333333333333333
7,S07_personal_fold03,3,win0p5s_50ov__full_segment__EMG__ShrinkageLDA,win0p5s_50ov,0.5,630,315,full_segment,0.0,0.0,EMG,6,ShrinkageLDA,198,1.0,30,5,5,train_plus_validation_after_config_selection,0.17715359999783686,0.9148936170212766,0.9148936170212766,0.92263483642794,0.9148936170212766,0.9153556520998383,1.0,1.0,1.0,1.0,1.0
7,S07_personal_fold04,4,win1p0s_50ov__full_segment__EMG_ACC__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,full_segment,0.0,0.0,EMG_ACC,24,ShrinkageLDA,792,1.0,30,5,5,train_plus_validation_after_config_selection,1.4227161999988311,0.9739130434782609,0.9739130434782609,0.976923076923077,0.9739130434782609,0.9738016136687232,1.0,1.0,1.0,1.0,1.0
7,S07_personal_fold05,5,win1p0s_50ov__full_segment__EMG_IMU__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,full_segment,0.0,0.0,EMG_IMU,42,ShrinkageLDA,1386,1.0,30,5,5,train_plus_validation_after_config_selection,6.244166599997698,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,S07_personal_fold06,6,win1p0s_50ov__full_segment__EMG_IMU__RBF-SVM,win1p0s_50ov,1.0,1260,630,full_segment,0.0,0.0,EMG_IMU,42,RBF-SVM,1386,1.0,30,5,5,train_plus_validation_after_config_selection,12.580909600001178,0.9304347826086956,0.9304347826086957,0.9412087912087912,0.9304347826086957,0.9298035266290295,1.0,1.0,1.0,1.0,1.0
7,S07_personal_fold07,7,win1p0s_50ov__trim20_each_end__EMG__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,trim20_each_end,0.2,0.2,EMG,6,ShrinkageLDA,198,1.0,30,5,5,train_plus_validation_after_config_selection,0.07064649999665562,0.9285714285714286,0.9285714285714286,0.939607843137255,0.9285714285714286,0.9275120504263997,1.0,1.0,1.0,1.0,1.0
7,S07_personal_fold08,8,win1p0s_50ov__full_segment__EMG__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,full_segment,0.0,0.0,EMG,6,ShrinkageLDA,198,1.0,30,5,5,train_plus_validation_after_config_selection,0.05000840000138851,0.8294970161977835,0.7874390350218675,0.8011075424500488,0.7874390350218675,0.7856304063564377,1.0,1.0,1.0,1.0,1.0
8,S08_personal_fold01,1,win0p5s_50ov__trim10_each_end__EMG__LogisticRegression,win0p5s_50ov,0.5,630,315,trim10_each_end,0.1,0.1,EMG,6,LogisticRegression,198,1.0,30,5,5,train_plus_validation_after_config_selection,0.31873519999862765,0.7684210526315789,0.768421052631579,0.7963168791544077,0.768421052631579,0.7669453039740605,0.8,0.8,0.7,0.8,0.7333333333333333
8,S08_personal_fold02,2,win1p0s_50ov__trim20_each_end__EMG_IMU__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,trim20_each_end,0.2,0.2,EMG_IMU,42,ShrinkageLDA,1386,1.0,30,5,5,train_plus_validation_after_config_selection,4.934772900000098,0.8142857142857143,0.8142857142857143,0.9037037037037038,0.8142857142857143,0.7632520325203253,0.8,0.8,0.7,0.8,0.7333333333333333
8,S08_personal_fold03,3,win1p0s_50ov__trim20_each_end__EMG_ACC__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,trim20_each_end,0.2,0.2,EMG_ACC,24,ShrinkageLDA,792,1.0,30,5,5,train_plus_validation_after_config_selection,1.1915991000023496,0.9857142857142858,0.9857142857142858,0.9866666666666667,0.9857142857142858,0.9856960408684546,1.0,1.0,1.0,1.0,1.0
8,S08_personal_fold04,4,win1p0s_50ov__full_segment__EMG__RandomForest,win1p0s_50ov,1.0,1260,630,full_segment,0.0,0.0,EMG,6,RandomForest,198,1.0,30,5,5,train_plus_validation_after_config_selection,0.8998256000013498,0.9655172413793104,0.9663043478260869,0.966213438735178,0.9663043478260869,0.9655797101449275,1.0,1.0,1.0,1.0,1.0
8,S08_personal_fold05,5,win1p0s_50ov__full_segment__EMG__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,full_segment,0.0,0.0,EMG,6,ShrinkageLDA,198,1.0,30,5,5,train_plus_validation_after_config_selection,0.11570510000092327,0.9826086956521739,0.9826086956521738,0.984,0.9826086956521738,0.9825757575757577,1.0,1.0,1.0,1.0,1.0
8,S08_personal_fold06,6,win1p0s_50ov__trim10_each_end__EMG__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,trim10_each_end,0.1,0.1,EMG,6,ShrinkageLDA,198,1.0,30,5,5,train_plus_validation_after_config_selection,0.09358729999803472,0.8947368421052632,0.8947368421052632,0.9057017543859649,0.8947368421052632,0.893809576796113,1.0,1.0,1.0,1.0,1.0
8,S08_personal_fold07,7,win0p25s_50ov__full_segment__EMG__ShrinkageLDA,win0p25s_50ov,0.25,315,157,full_segment,0.0,0.0,EMG,6,ShrinkageLDA,198,1.0,30,5,5,train_plus_validation_after_config_selection,0.36863889999949606,0.9104166666666667,0.9104166666666668,0.9285277413717781,0.9104166666666668,0.9098462896937562,1.0,1.0,1.0,1.0,1.0
8,S08_personal_fold08,8,win0p5s_50ov__full_segment__EMG__ShrinkageLDA,win0p5s_50ov,0.5,630,315,full_segment,0.0,0.0,EMG,6,ShrinkageLDA,198,1.0,30,5,5,train_plus_validation_after_config_selection,0.10744069999782369,0.8641083521444696,0.8380512596751796,0.8878195588115381,0.8380512596751796,0.8529745150454874,1.0,1.0,1.0,1.0,1.0
10,S10_personal_fold01,1,win1p0s_50ov__trim10_each_end__EMG_IMU__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,trim10_each_end,0.1,0.1,EMG_IMU,42,ShrinkageLDA,1386,0.7333333333333333,30,5,5,train_plus_validation_after_config_selection,6.327211499999976,0.8,0.7999999999999999,0.8609022556390977,0.7999999999999999,0.745567772219508,0.8,0.8,0.7,0.8,0.7333333333333333
10,S10_personal_fold02,2,win1p0s_50ov__trim20_each_end__EMG__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,trim20_each_end,0.2,0.2,EMG,6,ShrinkageLDA,198,0.5,30,5,5,train_plus_validation_after_config_selection,0.05762180000238004,0.4142857142857143,0.41428571428571426,0.5657142857142856,0.41428571428571426,0.45063939891526095,0.2,0.2,0.2,0.2,0.2
10,S10_personal_fold03,3,win1p0s_50ov__trim10_each_end__EMG_IMU__ShrinkageLDA,win1p0s_50ov,1.0,1260,630,trim10_each_end,0.1,0.1,EMG_IMU,42,ShrinkageLDA,1386,1.0,30,5,5,train_plus_validation_after_config_selection,5.844219700000394,0.5578947368421052,0.5578947368421052,0.39147727272727273,0.5578947368421052,0.4452015040250334,0.6,0.6,0.4,0.6,0.4666666666666666
10,S10_personal_fold04,4,win0p5s_50ov__trim10_each_end__EMG_IMU__RBF-SVM,win0p5s_50ov,0.5,630,315,trim10_each_end,0.1,0.1,EMG_IMU,42,RBF-SVM,1386,1.0,30,5,5,train_plus_validation_after_config_selection,35.89083219999884,0.6789473684210526,0.6789473684210526,0.7657777777777778,0.6789473684210526,0.6435327420375969,0.8,0.8,0.7,0.8,0.7333333333333333
