trial_index,subject_id,task_protocol,input_mode,evaluation_mode,fold_index,held_out_condition,block_index,sequence_number,condition_order,condition_id,sequence_trial_index,target_count,from_target_index,to_target_index,model_sha256,dataset_sha256,split_manifest_sha256,provenance_valid,provenance_errors,input_segment_ids,input_source_files,input_sample_ranges,stream_instance_ids,replay_wrap_count,distance_config_m,distance_center_m,distance_actual_m,target_width_m,effective_stop_radius_m,index_of_difficulty_bits,timing_clock,selection_made,hit,miss,timeout,success,movement_time_s,confirmation_time_s,selection_confirmation_delay_s,wall_movement_time_s,observed_real_time_factor,throughput_bits_per_s,classification_errors,direction_errors,prediction_count,classification_accuracy,mean_inference_ms,p95_inference_ms,mean_control_latency_ms,p95_control_latency_ms,path_length_m,direction_switches,endpoint_radial_error_m,endpoint_axis_error_m,endpoint_orthogonal_error_m,effective_amplitude_m,start_target_x,start_target_y,start_x,start_y,target_x,target_y,first_selection_x,first_selection_y,confirmed_end_x,confirmed_end_y,end_x,end_y,timestamp
11,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,2,2,FORMAL_A080_W060,4,7,2,5,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"": [40, 49], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [500, 501]}","[59, 60]",0,0.08,0.08000000000000002,0.057439517178573034,0.06,0.027,1.222392421336448,ros_time,1,1,0,0,1,2.728,2.968,0.24,5.831978138,0.508918231476402,0.44809106353975364,0,0,12,1.0,5.02379725,8.082677,28.666666666666668,56.0,0.03351964690926573,0,0.025303378237867227,-0.02290378048291597,-0.010755360981341833,0.0335171951689088,-0.07661364861617045,0.3991016754582641,-0.1001926729643457,0.4098706884215668,-0.15661364861617047,0.3991016754582641,-0.1337098681332545,0.4098570364396059,-0.1337098681831828,0.4098570364299733,-0.1337098681332545,0.4098570364396059,2026-07-27T20:15:07
12,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,2,2,FORMAL_A080_W060,5,7,5,1,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"": [279, 290], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [452, 454]}","[61, 62]",0,0.08,0.07999999999999999,0.054698389838027064,0.06,0.027,1.222392421336448,ros_time,1,1,0,0,1,3.472,3.72,0.248,7.67118842,0.4849313817271614,0.3520715499240922,5,5,15,0.6666666666666667,6.2635642,13.093463,24.0,40.0,0.04151981874274579,1,0.026145092991685458,-0.02554136926595523,0.0055860848153243825,0.029156461381165132,-0.15661364861617047,0.3991016754582641,-0.13370986818351685,0.40985703641112464,-0.08453613918397693,0.4338123745876687,-0.10997182910290301,0.4277632783004435,-0.1099718291036591,0.42776327829110283,-0.10997182910290301,0.4277632783004435,2026-07-27T20:15:15
13,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,2,2,FORMAL_A080_W060,6,7,1,4,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"", ""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"", ""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"": [173, 185], ""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"": [17, 17], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [531, 532]}","[63, 64, 65]",0,0.08,0.07999999999999999,0.06155845299222714,0.06,0.027,1.222392421336448,ros_time,1,1,0,0,1,3.74,3.992,0.252,8.391623341,0.4757124858662075,0.3268428934054674,0,0,16,1.0,4.59070325,6.14484,27.5,56.0,0.046415981677546125,1,0.025953144618083714,-0.023146214713760365,0.011739610725729823,0.03626551807891171,-0.08453613918397693,0.4338123745876687,-0.10997182910502407,0.4277632782742474,-0.1344153233326756,0.3712658559902263,-0.11080549724971853,0.38204276778812496,-0.11080549725053904,0.38204276777826407,-0.11080549724971853,0.38204276778812496,2026-07-27T20:15:25
14,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,2,2,FORMAL_A080_W060,7,7,4,0,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"": [412, 423], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [551, 552]}","[66, 67]",0,0.08,0.08,0.06746779151653513,0.06,0.027,1.222392421336448,ros_time,1,1,0,0,1,3.236,3.484,0.248,7.114683906,0.4896914671165997,0.37774796703845737,0,0,14,1.0,5.248341285714287,8.267945000000001,26.0,40.0,0.04185614867826104,0,0.026017382190327478,-0.023433254598445464,-0.01130428038231553,0.040806352759366955,-0.1344153233326756,0.3712658559902263,-0.11080549725199929,0.38204276776071405,-0.11661364861617046,0.4492600889647722,-0.11080717984320382,0.42389891595510776,-0.11080717984382343,0.4238989159472687,-0.11080717984320382,0.42389891595510776,2026-07-27T20:15:31
15,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,3,3,FORMAL_A180_W025,1,7,0,3,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"", ""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"", ""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"": [112, 223], ""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"": [270, 279], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [484, 485]}","[70, 71, 72, 73]",1,0.18,0.18000000000000002,0.16963950664816138,0.025,0.0115,3.035623909730721,ros_time,1,1,0,0,1,11.472,11.724,0.252,22.409208052,0.5231777924857833,0.26461156814249664,1,1,47,0.9787234042553191,5.064396489361702,9.365116,21.95744680851064,52.0,0.19084382414798265,2,0.010820915647822312,-0.008560303297136326,-0.006619170863357639,0.161041382525826,-0.11661364861617046,0.4492600889647722,-0.11080766081625484,0.43991954159149815,-0.07655988050403387,0.27377306477204394,-0.08491794161884998,0.28064583931063347,-0.08491794162085392,0.2806458393009375,-0.08491794161884998,0.28064583931063347,2026-07-27T20:15:59
16,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,3,3,FORMAL_A180_W025,2,7,3,6,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"", ""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"", ""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"": [336, 447], ""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"": [41, 67], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [456, 457]}","[74, 75, 76, 77]",1,0.18,0.18,0.16943041629790695,0.025,0.0115,3.035623909730721,ros_time,1,1,0,0,1,13.736,13.988,0.252,26.775412723,0.5224195848896981,0.22099766378354113,3,3,56,0.9464285714285714,4.9260825892857145,9.493772,24.928571428571427,52.0,0.26149735755020276,4,0.010773468729036235,-0.008028762617188268,-0.007183773332473809,0.16138672002645588,-0.07655988050403387,0.27377306477204394,-0.08491794162461554,0.2806458392827339,-0.1887880448386059,0.4145027316162893,-0.17816569307100208,0.41270460164857126,-0.17816569307006544,0.4127046016392173,-0.17816569307100208,0.41270460164857126,2026-07-27T20:16:25
17,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,3,3,FORMAL_A180_W025,3,7,6,2,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"", ""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"", ""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"": [276, 311], ""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"": [201, 217], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [469, 470]}","[78, 79, 80]",0,0.18,0.18,0.16967573806306027,0.025,0.0115,3.035623909730721,ros_time,1,1,0,0,1,13.492,13.736,0.244,28.221454612,0.4867218996627955,0.2249943603417374,7,7,55,0.8727272727272728,5.688150054545455,11.176739,26.4,48.0,0.24925348685555018,3,0.010821307215966922,-0.007320369681776517,0.007969496695806136,0.16232904270330525,-0.1887880448386059,0.4145027316162893,-0.1781656930682163,0.41270460162073846,-0.026613648616170466,0.3364036585751288,-0.029751238775726455,0.34676011636015336,-0.02975123878011106,0.3467601122762893,-0.029751238775726455,0.34676011636015336,2026-07-27T20:16:54
18,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,3,3,FORMAL_A180_W025,4,7,2,5,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"": [51, 89], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [524, 530]}","[81, 83]",0,0.18,0.18,0.17716536948138326,0.025,0.0115,3.035623909730721,ros_time,1,1,0,0,1,11.22,11.468,0.248,20.776912138,0.5519588244792913,0.2705547156622746,5,5,46,0.8913043478260869,4.374233782608695,7.2878739999999995,25.53191489361702,64.0,0.1728562467752997,1,0.011005063818261916,-0.004019179724015526,-0.010244882819733958,0.17284323010520442,-0.026613648616170466,0.3364036585751288,-0.029751238786950532,0.3467601122575485,-0.20661364861617046,0.3364036585751288,-0.20259446889215493,0.3466485413948628,-0.2025944688902775,0.346648541385288,-0.20259446889215493,0.3466485413948628,2026-07-27T20:17:14
19,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,3,3,FORMAL_A180_W025,5,7,5,1,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"": [277, 313], ""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"": [372, 385], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [473, 474]}","[84, 85, 86]",0,0.18,0.18000000000000002,0.17209666945761756,0.025,0.0115,3.035623909730721,ros_time,1,1,0,0,1,12.968,13.224,0.256,23.60219623,0.5602868424249179,0.2340857425763974,6,6,53,0.8867924528301887,4.587885056603773,8.287119,26.037735849056602,56.0,0.23949340777321027,3,0.010654011018611824,-0.005802247344096682,-0.008935428167839814,0.16613150879287275,-0.20661364861617046,0.3364036585751288,-0.20259446888646776,0.346648541365861,-0.044439252393735015,0.4145027316162893,-0.04578995963055693,0.4039346882427457,-0.045789959633109195,0.40393468823323725,-0.04578995963055693,0.4039346882427457,2026-07-27T20:17:36
20,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,3,3,FORMAL_A180_W025,6,7,1,4,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"", ""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"", ""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"": [175, 197], ""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"": [75, 100], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [553, 554]}","[87, 88, 89]",0,0.18,0.18000000000000002,0.1709849663232632,0.025,0.0115,3.035623909730721,ros_time,1,1,0,0,1,12.488,12.744,0.256,25.427989423,0.5011800102635272,0.24308327272026917,0,0,51,1.0,5.313737666666667,11.340444,25.725490196078432,48.0,0.22832058375237022,1,0.010838493183532643,-0.008145786178712075,0.007149762375085408,0.16274963259130715,-0.044439252393735015,0.4145027316162893,-0.045789959637626804,0.40393468821640566,-0.15666741672830706,0.27377306477204394,-0.1459986928007511,0.27568389292943496,-0.1459986928003845,0.2756838929192518,-0.1459986928007511,0.27568389292943496,2026-07-27T20:18:00
21,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,3,3,FORMAL_A180_W025,7,7,4,0,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"": [384, 420], ""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"": [241, 247], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [541, 551]}","[90, 91, 92]",0,0.18,0.18000000000000002,0.17604595042684382,0.025,0.0115,3.035623909730721,ros_time,1,1,0,0,1,13.468,13.72,0.252,26.793483402,0.5120648104671552,0.22539530069280675,9,10,55,0.8363636363636364,5.168882927272728,10.63699,26.4,44.0,0.18975810325492504,1,0.010688978232622433,-0.004871940887687217,0.009514118332476094,0.17089112502144765,-0.15666741672830706,0.27377306477204394,-0.14599869279972227,0.27568389290084916,-0.11661364861617046,0.4492600889647722,-0.1269733369748103,0.4466273883039795,-0.12697333697507168,0.44662738829681714,-0.1269733369748103,0.4466273883039795,2026-07-27T20:18:26
22,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,4,4,FORMAL_A280_W025,1,7,0,3,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"", ""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"", ""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"": [112, 223], ""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"": [302, 325], ""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"": [346, 348], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [482, 483]}","[93, 94, 95, 96, 97]",1,0.28,0.27999999999999997,0.2799425736812326,0.025,0.0115,3.608809242675524,ros_time,1,1,0,0,1,18.992,19.24,0.248,37.358828648,0.5150054403814935,0.19001733586117964,5,5,77,0.935064935064935,4.908593337662338,8.844331,25.435897435897434,48.0,0.36863430375246514,2,0.010636788635992617,0.009488017557915333,-0.004808200838928429,0.28922657167087407,-0.11661364861617045,0.4492600889647722,-0.1269733369769799,0.4466273882445304,-0.054307787108402415,0.1762802735538616,-0.05688415378526857,0.16596021506405084,-0.056884308285916646,0.16609782029370046,-0.05688415378526857,0.16596021506405084,2026-07-27T20:19:04
23,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,4,4,FORMAL_A280_W025,2,7,3,6,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"", ""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"", ""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"", ""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"", ""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"": [336, 447], ""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"": [0, 111], ""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"": [160, 161], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [538, 539]}","[98, 99, 100, 101, 102, 103]",1,0.28,0.27999999999999997,0.2864766245536179,0.025,0.0115,3.608809242675524,ros_time,1,1,0,0,1,21.72,21.968,0.248,41.772250685,0.5258993623699689,0.16615143842889155,6,7,88,0.9318181818181819,4.809245431818182,7.482256,27.0561797752809,52.0,0.4534199823960942,7,0.01020108016168846,0.007106468811433453,-0.007318479179263783,0.29346099666760883,-0.054307787108402415,0.1762802735538616,-0.056884308296130406,0.16609782027650558,-0.22888493162884782,0.39519308864490993,-0.22759392503386852,0.4053121468242522,-0.22759392503185252,0.40531214682009187,-0.22759392503386852,0.4053121468242522,2026-07-27T20:19:44
24,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,4,4,FORMAL_A280_W025,3,7,6,2,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"", ""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"", ""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"": [224, 335], ""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"": [155, 205], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [548, 550]}","[104, 105, 106, 107]",1,0.28,0.28,0.2833926098807333,0.025,0.0115,3.608809242675524,ros_time,1,1,0,0,1,30.968,31.22,0.252,51.617708863,0.6048311846397885,0.11653349401561366,28,28,125,0.776,3.830279488,5.745471,25.152,48.0,0.6940013094234945,11,0.010363993342324235,-0.0059915387727114185,0.008456584483988604,0.27723579926117103,-0.22888493162884782,0.39519308864490993,-0.22759392502774647,0.4053121468024265,0.02338635138382955,0.2737056416919937,0.021657335974862794,0.2839243922866259,0.02165733596886301,0.28392439227809185,0.021657335974862794,0.2839243922866259,2026-07-27T20:20:32
25,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,4,4,FORMAL_A280_W025,4,7,2,5,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"": [32, 86], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [474, 475]}","[108, 109]",0,0.28,0.28,0.2784585493724762,0.025,0.0115,3.608809242675524,ros_time,1,1,0,0,1,13.988,14.236,0.248,24.018654936,0.5927059628415156,0.2579932258132345,0,0,57,1.0,3.875778157894737,5.544586,30.385964912280702,80.0,0.2738662243099226,0,0.01091382449573179,-0.00440732182504272,-0.009984341713610234,0.27386366274830887,0.02338635138382955,0.2737056416919937,0.021657335957181133,0.2839243922614755,-0.2566136486161705,0.2737056416919937,-0.25220632679112776,0.2836899834056039,-0.2522063267873523,0.2836899833963864,-0.25220632679112776,0.2836899834056039,2026-07-27T20:20:57
